#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               810                 1          0.933284        0.00674389
               811                 1          0.933366        0.00673608
               812                 1          0.933448        0.00672828
               813                 1           0.93353         0.0067205
               814                 1          0.933612        0.00671274
               815                 1          0.933693          0.006705
               816                 1          0.933775        0.00669728
               817                 1          0.933856        0.00668957
               818                 1          0.933936        0.00668188
               819                 1          0.934017        0.00667421
               820                 1          0.934098        0.00666655
               821                 1          0.934178        0.00665892
               822                 1          0.934258         0.0066513
               823                 1          0.934338         0.0066437
               824                 1          0.934417        0.00663611
               825                 1          0.934497        0.00662854
               826                 1          0.934576        0.00662099
               827                 1          0.934655        0.00661346
               828                 1          0.934734        0.00660594
               829                 1          0.934813        0.00659844
               830                 1          0.934892        0.00659096
               831                 1           0.93497        0.00658349
               832                 1          0.935048        0.00657605
               833                 1          0.935126        0.00656861
               834                 1          0.935204         0.0065612
               835                 1          0.935281         0.0065538
               836                 1          0.935359        0.00654642
               837                 1          0.935436        0.00653905
               838                 1          0.935513         0.0065317
               839                 1           0.93559        0.00652437
               840                 1          0.935667        0.00651705
               841                 1          0.935743        0.00650975
               842                 1          0.935819        0.00650247
               843                 1          0.935896         0.0064952
               844                 1          0.935972        0.00648795
               845                 1          0.936047        0.00648071
               846                 1          0.936123        0.00647349
               847                 1          0.936198        0.00646629
               848                 1          0.936274         0.0064591
               849                 1          0.936349        0.00645193
               850                 1          0.936424        0.00644477
               851                 1          0.936498        0.00643763
               852                 1          0.936573        0.00643051
               853                 1          0.936647         0.0064234
               854                 1          0.936721        0.00641631
               855                 1          0.936795        0.00640923
               856                 1          0.936869        0.00640217
               857                 1          0.936943        0.00639512
               858                 1          0.937016        0.00638809
               859                 1           0.93709        0.00638107
               860                 1          0.937163        0.00637407
               861                 1          0.937236        0.00636709
               862                 1          0.937309        0.00636012
               863                 1          0.937381        0.00635316
               864                 1          0.937454        0.00634622
               865                 1          0.937526         0.0063393
               866                 1          0.937598        0.00633239
               867                 1           0.93767        0.00632549
               868                 1          0.937742        0.00631861
               869                 1          0.937814        0.00631175
               870                 1          0.937885         0.0063049
               871                 1          0.937956        0.00629806
               872                 1          0.938028        0.00629124
               873                 1          0.938099        0.00628444
               874                 1          0.938169        0.00627765
               875                 1           0.93824        0.00627087
               876                 1          0.938311        0.00626411
               877                 1          0.938381        0.00625736
               878                 1          0.938451        0.00625063
               879                 1          0.938521        0.00624391
               880                 1          0.938591         0.0062372
               881                 1          0.938661        0.00623051
               882                 1           0.93873        0.00622384
               883                 1            0.9388        0.00621718
               884                 1          0.938869        0.00621053
               885                 1          0.938938        0.00620389
               886                 1          0.939007        0.00619727
               887                 1          0.939076        0.00619067
               888                 1          0.939144        0.00618408
               889                 1          0.939213         0.0061775
               890                 1          0.939281        0.00617094
               891                 1          0.939349        0.00616439
               892                 1          0.939417        0.00615785
               893                 1          0.939485        0.00615133
               894                 1          0.939553        0.00614482
               895                 1           0.93962        0.00613833
               896                 1          0.939688        0.00613185
               897                 1          0.939755        0.00612538
               898                 1          0.939822        0.00611893
               899                 1          0.939889        0.00611249
               900                 1          0.939956        0.00610606
               901                 1          0.940022        0.00609965
               902                 1          0.940089        0.00609325
               903                 1          0.940155        0.00608686
               904                 1          0.940221        0.00608049
               905                 1          0.940287        0.00607413
               906                 1          0.940353        0.00606778
               907                 1          0.940419        0.00606144
               908                 1          0.940485        0.00605512
               909                 1           0.94055        0.00604882
               910                 1          0.940615        0.00604252
               911                 1          0.940681        0.00603624
               912                 1          0.940746        0.00602997
               913                 1          0.940811        0.00602372
               914                 1          0.940875        0.00601748
               915                 1           0.94094        0.00601125
               916                 1          0.941004        0.00600503
               917                 1          0.941069        0.00599883
               918                 1          0.941133        0.00599263
               919                 1          0.941197        0.00598646
               920                 1          0.941261        0.00598029
               921                 1          0.941325        0.00597414
               922                 1          0.941388          0.005968
               923                 1          0.941452        0.00596187
               924                 1          0.941515        0.00595575
               925                 1          0.941578        0.00594965
               926                 1          0.941641        0.00594356
               927                 1          0.941704        0.00593748
               928                 1          0.941767        0.00593141
               929                 1           0.94183        0.00592536
               930                 1          0.941892        0.00591932
               931                 1          0.941955        0.00591329
               932                 1          0.942017        0.00590727
               933                 1          0.942079        0.00590127
               934                 1          0.942141        0.00589528
               935                 1          0.942203         0.0058893
               936                 1          0.942265        0.00588333
               937                 1          0.942327        0.00587737
               938                 1          0.942388        0.00587143
               939                 1          0.942449         0.0058655
               940                 1          0.942511        0.00585958
               941                 1          0.942572        0.00585367
               942                 1          0.942633        0.00584777
               943                 1          0.942694        0.00584189
               944                 1          0.942754        0.00583601
               945                 1          0.942815        0.00583015
               946                 1          0.942875         0.0058243
               947                 1          0.942936        0.00581846
               948                 1          0.942996        0.00581264
               949                 1          0.943056        0.00580682
               950                 1          0.943116        0.00580102
               951                 1          0.943176        0.00579523
               952                 1          0.943235        0.00578945
               953                 1          0.943295        0.00578368
               954                 1          0.943354        0.00577792
               955                 1          0.943414        0.00577218
               956                 1          0.943473        0.00576644
               957                 1          0.943532        0.00576072
               958                 1          0.943591        0.00575501
               959                 1           0.94365        0.00574931
               960                 1          0.943708        0.00574362
               961                 1          0.943767        0.00573794
               962                 1          0.943825        0.00573227
               963                 1          0.943884        0.00572662
               964                 1          0.943942        0.00572097
               965                 1             0.944        0.00571534
               966                 1          0.944058        0.00570972
               967                 1          0.944116        0.00570411
               968                 1          0.944174         0.0056985
               969                 1          0.944231        0.00569292
               970                 1          0.944289        0.00568734
               971                 1          0.944346        0.00568177
               972                 1          0.944403        0.00567621
               973                 1           0.94446        0.00567067
               974                 1          0.944517        0.00566513
               975                 1          0.944574        0.00565961
               976                 1          0.944631        0.00565409
               977                 1          0.944688        0.00564859
               978                 1          0.944744         0.0056431
               979                 1          0.944801        0.00563761
               980                 1          0.944857        0.00563214
               981                 1          0.944913        0.00562668
               982                 1          0.944969        0.00562123
               983                 1          0.945025        0.00561579
               984                 1          0.945081        0.00561036
               985                 1          0.945137        0.00560494
               986                 1          0.945193        0.00559954
               987                 1          0.945248        0.00559414
               988                 1          0.945304        0.00558875
               989                 1          0.945359        0.00558337
               990                 1          0.945414        0.00557801
               991                 1          0.945469        0.00557265
               992                 1          0.945524         0.0055673
               993                 1          0.945579        0.00556197
               994                 1          0.945634        0.00555664
               995                 1          0.945688        0.00555132
               996                 1          0.945743        0.00554602
               997                 1          0.945797        0.00554072
               998                 1          0.945852        0.00553544
               999                 1          0.945906        0.00553016
              1000                 1           0.94596         0.0055249
