#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
               447             -0.68         -0.768591        0.00394892
               448             -0.76         -0.768571        0.00394015
               449             -0.92         -0.768909        0.00394578
               450             -0.92         -0.769244        0.00395127
               451             -0.84         -0.769401        0.00394563
               452             -0.68         -0.769204        0.00394185
               453             -0.76         -0.769183         0.0039332
               454             -0.68         -0.768987        0.00392944
               455             -0.68         -0.768791        0.00392567
               456             -0.76         -0.768772        0.00391711
               457             -0.76         -0.768753        0.00390858
               458             -0.68         -0.768559        0.00390485
               459              -0.6         -0.768192        0.00391357
               460             -0.68            -0.768        0.00390976
               461             -0.68         -0.767809        0.00390593
               462             -0.76         -0.767792        0.00389752
               463             -0.76         -0.767775        0.00388913
               464             -0.76         -0.767759        0.00388079
               465             -0.84         -0.767914        0.00387555
               466             -0.76         -0.767897        0.00386727
               467             -0.84         -0.768051        0.00386207
               468             -0.84         -0.768205        0.00385688
               469             -0.84         -0.768358        0.00385169
               470             -0.84         -0.768511        0.00384651
               471             -0.84         -0.768662        0.00384134
               472             -0.76         -0.768644        0.00383324
               473             -0.84         -0.768795        0.00382811
               474             -0.76         -0.768776        0.00382007
               475             -0.84         -0.768926        0.00381497
               476             -0.84         -0.769076        0.00380988
               477             -0.84         -0.769224        0.00380479
               478             -0.76         -0.769205        0.00379688
               479             -0.76         -0.769186          0.003789
               480             -0.76         -0.769167        0.00378116
               481             -0.76         -0.769148        0.00377335
               482             -0.68         -0.768963        0.00377005
               483             -0.84          -0.76911        0.00376511
               484             -0.68         -0.768926        0.00376183
               485             -0.76         -0.768907        0.00375412
               486             -0.52         -0.768395        0.00378117
               487             -0.76         -0.768378        0.00377344
               488             -0.76         -0.768361        0.00376575
               489             -0.84         -0.768507         0.0037609
               490             -0.76          -0.76849        0.00375326
               491             -0.84         -0.768635        0.00374844
               492             -0.84          -0.76878        0.00374363
               493             -0.92         -0.769087        0.00374858
               494             -0.92         -0.769393        0.00375342
               495             -0.76         -0.769374        0.00374588
               496             -0.84         -0.769516        0.00374104
               497             -0.76         -0.769497        0.00373356
               498             -0.76         -0.769478        0.00372611
               499             -0.76         -0.769459        0.00371869
               500             -0.84           -0.7696        0.00371393
               501             -0.76         -0.769581        0.00370657
               502             -0.84         -0.769721        0.00370184
               503             -0.76         -0.769702        0.00369453
               504             -0.76         -0.769683        0.00368725
               505             -0.84         -0.769822        0.00368257
               506             -0.92         -0.770119        0.00368724
               507             -0.92         -0.770414         0.0036918
               508             -0.92         -0.770709        0.00369625
               509             -0.92         -0.771002        0.00370061
               510             -0.84         -0.771137        0.00369583
               511             -0.76         -0.771115        0.00368866
               512              -0.6         -0.770781        0.00369656
               513             -0.84         -0.770916        0.00369182
               514             -0.68         -0.770739        0.00368887
               515             -0.84         -0.770874        0.00368416
               516             -0.76         -0.770853        0.00367708
               517             -0.68         -0.770677        0.00367416
               518             -0.76         -0.770656        0.00366713
               519             -0.68         -0.770482        0.00366422
               520             -0.68         -0.770308         0.0036613
               521              -0.6         -0.769981        0.00366884
               522              -0.6         -0.769655        0.00367623
               523              -0.6         -0.769331        0.00368349
               524             -0.68          -0.76916         0.0036804
               525             -0.84         -0.769295        0.00367586
               526             -0.84          -0.76943        0.00367133
               527             -0.76         -0.769412        0.00366441
               528             -0.84         -0.769545        0.00365991
               529             -0.84         -0.769679        0.00365541
               530             -0.76          -0.76966        0.00364856
               531             -0.76         -0.769642        0.00364173
               532             -0.84         -0.769774        0.00363729
               533             -0.76         -0.769756        0.00363051
               534             -0.76         -0.769738        0.00362376
               535             -0.84         -0.769869        0.00361936
               536             -0.84             -0.77        0.00361498
               537             -0.84          -0.77013        0.00361059
               538             -0.84          -0.77026        0.00360622
               539             -0.84          -0.77039        0.00360185
               540             -0.68         -0.770222        0.00359907
               541             -0.68         -0.770055        0.00359627
               542             -0.76         -0.770037        0.00358969
               543             -0.68         -0.769871         0.0035869
               544              -0.6         -0.769559        0.00359388
               545             -0.68         -0.769394        0.00359104
               546             -0.76         -0.769377         0.0035845
               547             -0.76          -0.76936        0.00357799
               548             -0.68         -0.769197        0.00357517
               549              -0.6         -0.768889        0.00358192
               550              -0.6         -0.768582        0.00358855
               551             -0.76         -0.768566        0.00358207
               552             -0.84         -0.768696        0.00357792
               553             -0.84         -0.768825        0.00357377
               554             -0.76         -0.768809        0.00356735
               555             -0.76         -0.768793        0.00356096
               556             -0.68         -0.768633        0.00355813
               557             -0.68         -0.768474         0.0035553
               558             -0.76         -0.768459        0.00354896
               559             -0.76         -0.768444        0.00354265
               560             -0.76         -0.768429        0.00353635
               561             -0.76         -0.768414        0.00353008
               562             -0.76         -0.768399        0.00352383
               563             -0.76         -0.768384         0.0035176
               564             -0.76         -0.768369         0.0035114
               565             -0.76         -0.768354        0.00350522
               566             -0.84         -0.768481        0.00350131
               567             -0.84         -0.768607         0.0034974
               568             -0.84         -0.768732         0.0034935
               569             -0.76         -0.768717         0.0034874
               570             -0.76         -0.768702        0.00348131
               571             -0.76         -0.768687        0.00347525
               572             -0.84         -0.768811        0.00347141
               573             -0.92         -0.769075        0.00347536
               574             -0.92         -0.769338        0.00347924
               575             -0.92           -0.7696        0.00348304
