#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
               807              0.08           7.55965          0.308077
               808              0.08            7.5504          0.307834
               809                 2           7.54354           0.30753
               810              0.32           7.53462           0.30728
               811              3.92           7.53016          0.306933
               812              9.68           7.53281          0.306567
               813             13.52           7.54017          0.306278
               814                18           7.55302          0.306171
               815             13.52           7.56034          0.305883
               816             11.52            7.5652          0.305547
               817              3.92           7.56073          0.305205
               818              9.68           7.56333          0.304843
               819                 8           7.56386          0.304472
               820              5.12           7.56088          0.304115
               821              2.88           7.55518          0.303798
               822                 0           7.54599          0.303567
               823              0.72           7.53769          0.303312
               824              2.88           7.53204          0.302996
               825              3.92           7.52766          0.302661
               826              3.92           7.52329          0.302326
               827              6.48           7.52203          0.301963
               828              2.88           7.51643           0.30165
               829              5.12           7.51353            0.3013
