#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               715              0.68        -0.0493427         0.0140153
               716              0.64        -0.0483799         0.0140288
               717              0.52        -0.0475872         0.0140316
               718              0.48        -0.0468524         0.0140312
               719              0.44        -0.0461752         0.0140281
               720              0.44           -0.0455         0.0140248
               721              0.48        -0.0447712         0.0140243
               722              0.36        -0.0442105         0.0140161
               723              0.56        -0.0433748         0.0140216
               724              0.56        -0.0425414          0.014027
               725              0.68        -0.0415448          0.014043
               726              0.48        -0.0408264          0.014042
               727              0.36        -0.0402751         0.0140335
               728              0.68        -0.0392857         0.0140491
               729              0.64        -0.0383539         0.0140606
               730              0.44        -0.0376986         0.0140566
               731              0.48        -0.0369904         0.0140552
               732               0.4        -0.0363934         0.0140487
               733              0.48        -0.0356889         0.0140472
               734              0.28        -0.0352589         0.0140346
               735             -0.04        -0.0352653         0.0140156
               736                 0        -0.0352174         0.0139966
               737             -0.08        -0.0352782         0.0139777
               738             -0.04        -0.0352846         0.0139588
               739              0.08        -0.0351286         0.0139408
               740              0.08         -0.034973         0.0139228
               741              0.16        -0.0347099         0.0139065
               742              0.24        -0.0343396         0.0138927
               743              0.08        -0.0341857         0.0138748
               744              0.24        -0.0338172         0.0138611
               745              0.08        -0.0336644         0.0138433
               746              0.24        -0.0332976         0.0138296
               747              0.32        -0.0328246         0.0138192
               748              0.28        -0.0324064         0.0138071
               749               0.2        -0.0320961         0.0137921
               750              0.28          -0.03168           0.01378
               751              0.48        -0.0309987         0.0137785
               752              0.36        -0.0304787           0.01377
               753              0.44        -0.0298539         0.0137658
               754              0.48        -0.0291777         0.0137642
               755              0.36        -0.0286623         0.0137556
               756              0.48        -0.0279894         0.0137538
               757              0.44        -0.0273712         0.0137496
               758              0.52        -0.0266491         0.0137504
               759              0.64        -0.0257708         0.0137603
               760              0.64        -0.0248947           0.01377
               761               0.6        -0.0240736         0.0137764
               762              0.56        -0.0233071         0.0137796
               763               0.8         -0.022228         0.0138038
               764              0.76        -0.0212042         0.0138236
               765               0.8        -0.0201307         0.0138472
               766               0.8        -0.0190601         0.0138704
               767               0.8        -0.0179922         0.0138934
               768              0.84         -0.016875         0.0139201
               769              0.88        -0.0157087         0.0139508
               770              0.88        -0.0145455         0.0139811
               771              0.84        -0.0134371         0.0140068
               772              0.64        -0.0125907         0.0140142
               773              0.56        -0.0118499         0.0140157
               774              0.52        -0.0111628         0.0140144
               775              0.68         -0.010271         0.0140247
               776              0.72        -0.0093299         0.0140381
               777               0.6       -0.00854569         0.0140419
               778              0.68       -0.00766067         0.0140518
               779               0.6       -0.00688062         0.0140553
               780               0.6       -0.00610256         0.0140588
               781              0.52       -0.00542894          0.014057
               782              0.32       -0.00501279         0.0140452
               783              0.48       -0.00439336         0.0140409
               784              0.48       -0.00377551         0.0140365
               785              0.44       -0.00321019           0.01403
               786              0.16       -0.00300254         0.0140137
               787              0.16       -0.00279543         0.0139975
               788              0.32       -0.00238579         0.0139857
               789               0.4       -0.00187579         0.0139773
               790              0.28       -0.00151899         0.0139641
               791              0.32       -0.00111252         0.0139524
               792              0.08        -0.0010101         0.0139351
               793             -0.28       -0.00136192          0.013922
               794             -0.12       -0.00151134         0.0139053
               795             -0.04       -0.00155975         0.0138879
               796               0.2       -0.00130653         0.0138727
               797              0.16       -0.00110414         0.0138568
               798              0.12      -0.000952381         0.0138403
               799                 0      -0.000951189         0.0138229
               800             -0.04            -0.001         0.0138058
               801                 0      -0.000998752         0.0137885
               802                 0      -0.000997506         0.0137713
               803             -0.12        -0.0011457          0.013755
               804                 0       -0.00114428         0.0137379
               805              0.08       -0.00104348         0.0137212
               806              0.08      -0.000942928         0.0137045
               807             -0.04      -0.000991326         0.0136876
               808              0.04      -0.000940594         0.0136708
               809               0.2      -0.000692213         0.0136561
               810              0.08      -0.000592593         0.0136396
               811              0.28      -0.000246609         0.0136272
               812              0.44       0.000295567         0.0136212
               813              0.52       0.000934809         0.0136194
               814               0.6        0.00167076         0.0136226
               815              0.52        0.00230675         0.0136207
               816              0.48        0.00289216         0.0136166
               817              0.28        0.00323133         0.0136041
               818              0.44        0.00376528          0.013598
               819               0.4        0.00424908           0.01359
               820              0.32        0.00463415         0.0135789
               821              0.24        0.00492083         0.0135653
               822                 0        0.00491484         0.0135488
               823             -0.12        0.00476306         0.0135332
               824             -0.24        0.00446602         0.0135201
               825             -0.28        0.00412121         0.0135081
               826             -0.28        0.00377724         0.0134961
               827             -0.36        0.00333736         0.0134869
               828             -0.24        0.00304348         0.0134739
               829             -0.32         0.0026538         0.0134632
               830             -0.48        0.00207229         0.0134596
               831              -0.4        0.00158845         0.0134521
               832             -0.16        0.00139423         0.0134373
               833             -0.24        0.00110444         0.0134243
               834             -0.12       0.000959233          0.013409
               835              0.08        0.00105389         0.0133933
               836              0.36        0.00148325         0.0133841
               837               0.4        0.00195938         0.0133766
               838              0.24        0.00224344         0.0133637
               839              0.16        0.00243147          0.013349
               840             -0.04        0.00238095         0.0133333
               841              0.04        0.00242568         0.0133175
               842             -0.36        0.00199525         0.0133086
               843              -0.2        0.00175563          0.013295
               844              -0.2        0.00151659         0.0132814
               845             -0.12        0.00137278         0.0132664
               846             -0.08         0.0012766         0.0132511
               847             -0.12        0.00113341         0.0132362
               848             -0.04        0.00108491         0.0132207
               849                 0        0.00108363         0.0132051
               850             -0.12       0.000941176         0.0131904
               851              0.16        0.00112808         0.0131762
               852              0.16        0.00131455         0.0131621
               853              0.12        0.00145369         0.0131474
               854               0.2        0.00168618          0.013134
               855              0.16        0.00187135           0.01312
               856               0.4        0.00233645         0.0131129
               857              0.48        0.00289382         0.0131094
               858               0.4        0.00335664         0.0131023
               859              0.48        0.00391153         0.0130988
               860               0.2        0.00413953         0.0130855
               861              0.24        0.00441347         0.0130732
               862              0.24        0.00468677         0.0130609
               863              0.12        0.00482039         0.0130465
               864              0.24        0.00509259         0.0130342
               865              0.16        0.00527168         0.0130204
               866             -0.04         0.0052194         0.0130054
               867             -0.04        0.00516724         0.0129905
               868             -0.04        0.00511521         0.0129757
               869                 0        0.00510932         0.0129607
               870             -0.32        0.00473563         0.0129512
               871             -0.56        0.00408726         0.0129526
               872              -0.4        0.00362385          0.012946
               873             -0.24        0.00334479         0.0129342
               874             -0.36        0.00292906         0.0129261
               875             -0.32           0.00256         0.0129166
               876             -0.24        0.00228311         0.0129048
               877             -0.36        0.00187001         0.0128967
               878             -0.16        0.00168565         0.0128833
               879              -0.2         0.0014562         0.0128707
               880              -0.2        0.00122727         0.0128581
               881             -0.04        0.00118048         0.0128436
               882             -0.08        0.00108844         0.0128294
               883             -0.04         0.0010419         0.0128149
               884              -0.2        0.00081448         0.0128024
               885             -0.16       0.000632768         0.0127893
               886             -0.04       0.000586907         0.0127749
               887             -0.08       0.000496054         0.0127608
               888             -0.24       0.000225225         0.0127493
               889              0.12       0.000359955         0.0127357
               890              0.04       0.000404494         0.0127215
               891              0.12       0.000538721         0.0127079
               892              0.28       0.000852018         0.0126975
               893              0.32        0.00120941         0.0126883
               894               0.2        0.00143177         0.0126761
               895                 0        0.00143017         0.0126619
               896              0.08        0.00151786         0.0126481
               897              0.12        0.00164994         0.0126347
               898               0.2        0.00187082         0.0126225
               899              0.44        0.00235818         0.0126179
               900              0.32        0.00271111         0.0126088
               901               0.4        0.00315205         0.0126025
               902              0.32        0.00350333         0.0125935
               903              0.28        0.00380952         0.0125832
               904               0.6        0.00446903         0.0125866
               905              0.56        0.00508287         0.0125876
               906              0.36        0.00547461         0.0125798
               907              0.32        0.00582139         0.0125707
               908               0.2        0.00603524         0.0125587
               909              0.04        0.00607261          0.012545
               910                 0        0.00606593         0.0125312
               911              0.12          0.006191          0.012518
               912              0.16        0.00635965         0.0125055
               913              0.24        0.00661555         0.0124944
               914              0.28        0.00691466         0.0124843
               915              0.24         0.0071694         0.0124732
               916               0.4        0.00759825          0.012467
               917              0.52        0.00815703         0.0124659
               918              0.52         0.0087146         0.0124648
               919              0.44         0.0091839         0.0124601
               920              0.44        0.00965217         0.0124553
               921              0.28        0.00994571         0.0124453
               922              0.32          0.010282         0.0124363
               923              0.32         0.0106176         0.0124274
               924              0.28         0.0109091         0.0124173
               925              0.24         0.0111568         0.0124064
               926              0.12         0.0112743         0.0123935
               927             -0.24         0.0110032         0.0123831
               928             -0.12         0.0108621         0.0123706
               929             -0.28          0.010549         0.0123612
               930              -0.2         0.0103226           0.01235
               931             -0.12         0.0101826         0.0123375
               932                 0         0.0101717         0.0123243
               933             -0.08          0.010075         0.0123115
               934             -0.04         0.0100214         0.0122984
               935                 0         0.0100107         0.0122853
               936             -0.04        0.00995726         0.0122723
               937              0.04        0.00998933         0.0122592
               938              0.04         0.0100213         0.0122462
               939              0.08         0.0100958         0.0122334
               940             -0.04         0.0100426         0.0122205
               941              0.16         0.0102019         0.0122085
               942              0.16         0.0103609         0.0121966
               943              0.32         0.0106893         0.0121881
               944               0.4         0.0111017         0.0121821
               945              0.16         0.0112593         0.0121703
               946              0.04         0.0112896         0.0121574
               947              0.12         0.0114044         0.0121451
               948                 0         0.0113924         0.0121323
               949             -0.24         0.0111275         0.0121224
               950             -0.08         0.0110316         0.0121101
               951             -0.28         0.0107256         0.0121012
               952             -0.24         0.0104622         0.0120913
               953             -0.32         0.0101154         0.0120836
               954             -0.48        0.00960168         0.0120819
               955             -0.44        0.00913089         0.0120784
               956             -0.32        0.00878661         0.0120707
               957             -0.28        0.00848485         0.0120618
               958             -0.44         0.0080167         0.0120583
               959              -0.4        0.00759124         0.0120532
               960              -0.2          0.007375         0.0120426
               961             -0.16        0.00720083         0.0120314
               962             -0.28        0.00690229         0.0120226
               963             -0.36        0.00652129         0.0120161
               964             -0.24        0.00626556         0.0120064
               965             -0.08        0.00617617         0.0119943
               966              0.04        0.00621118         0.0119819
               967              0.12        0.00632885         0.0119701
               968              0.04        0.00636364         0.0119578
               969             -0.12        0.00623323         0.0119461
               970             -0.24        0.00597938         0.0119365
               971              -0.2        0.00576725         0.0119261
               972             -0.28        0.00547325         0.0119175
               973             -0.28        0.00517986         0.0119088
               974             -0.28        0.00488706         0.0119002
               975             -0.16        0.00471795         0.0118892
               976              -0.2         0.0045082         0.0118789
               977             -0.28        0.00421699         0.0118703
               978             -0.12        0.00408998         0.0118588
               979             -0.24        0.00384065         0.0118493
               980              0.04        0.00387755         0.0118373
               981              0.08        0.00395515         0.0118255
               982              0.04        0.00399185         0.0118135
               983              0.36        0.00435402          0.011807
               984              0.28        0.00463415         0.0117983
               985              0.28        0.00491371         0.0117897
               986              0.08        0.00498986          0.011778
               987              0.16        0.00514691         0.0117671
               988             -0.04        0.00510121         0.0117553
               989             -0.12        0.00497472         0.0117441
               990             -0.28        0.00468687         0.0117357
               991             -0.08        0.00460141         0.0117242
               992             -0.12        0.00447581          0.011713
               993              -0.2        0.00426989         0.0117031
               994             -0.32        0.00394366         0.0116958
               995             -0.32        0.00361809         0.0116886
               996             -0.28        0.00333333         0.0116803
               997             -0.16        0.00316951         0.0116698
               998              0.16        0.00332665         0.0116591
               999             -0.04        0.00328328         0.0116475
              1000             -0.28             0.003         0.0116393
