# DISTANCE:     SINGLE_BLOCK_AVE_GOFR:       PROGRESSIVE_AVE_GOFR:        ERROR:
          0.795139                 0                 0                 0
          0.820788                 0            0.0001       8.66025e-05
          0.846438             0.024            0.0339        0.00343911
          0.872088            0.5512             0.574        0.00725948
          0.897737             3.716            3.7816         0.0360519
          0.923387           12.7448           12.6576          0.067588
          0.949037           27.2188            27.326          0.115968
          0.974686           43.8368           44.2856          0.141408
           1.00034           58.6908           58.8113         0.0423635
           1.02599           68.0364           68.2528         0.0973814
           1.05164           73.2692           73.3306         0.0181706
           1.07728           74.5324           74.0054           0.15817
           1.10293            72.364           72.4384         0.0517326
           1.12858           69.8272           69.3919          0.142537
           1.15423           66.1956           65.7964          0.129573
           1.17988           62.3232           62.2675          0.117563
           1.20553           59.4024           58.7745          0.236541
           1.23118           55.9244            55.622         0.0900174
           1.25683           53.0996           53.0835         0.0744678
           1.28248           50.9224           50.9716          0.091497
           1.30813           49.4724           49.2897          0.153261
           1.33378            47.774           47.7968         0.0939806
           1.35943            46.214           46.5622           0.12131
           1.38508           45.6588            45.867           0.15154
           1.41073           45.5528           45.6661         0.0918346
           1.43638           45.5572           45.5205         0.0761327
           1.46203           45.6688           45.8867          0.108124
           1.48768           46.3616           46.4596         0.0874869
           1.51333           47.3072           47.5529          0.140227
           1.53898           48.7368           49.0126         0.0923989
           1.56463           49.9316           50.4414          0.163662
           1.59028             51.82           52.3625          0.166838
           1.61593           54.2416           54.6732          0.126801
           1.64158           57.3392           57.7113          0.126356
           1.66723           61.0048           60.8873         0.0998081
           1.69288           64.6184           64.6366         0.0266914
           1.71853           68.4016           68.6068          0.158885
           1.74418           73.4768           73.6002          0.211047
           1.76983           78.2732           78.3339          0.106099
           1.79547           84.1928            83.779          0.216484
           1.82112           90.5004           89.8772           0.26336
           1.84677           96.1976           95.4571          0.287449
           1.87242           102.152            101.66          0.147524
           1.89807           108.321           108.086          0.112865
           1.92372           114.046           114.226          0.171411
           1.94937           120.234           120.054          0.208933
           1.97502           126.132           125.786          0.147873
           2.00067           130.998           130.636          0.290256
           2.02632           135.254           135.072          0.184117
           2.05197           139.237           138.799          0.213868
           2.07762           141.934           141.527          0.125429
           2.10327           144.672           143.993           0.22055
           2.12892           145.797           145.385          0.262997
           2.15457           146.866           146.554          0.143024
           2.18022           147.894           147.538          0.256827
           2.20587           147.912           148.034          0.220883
           2.23152           148.515           148.672          0.205948
           2.25717            148.25           148.873          0.322166
           2.28282           148.954           149.824          0.315323
           2.30847           149.635           150.375          0.291819
           2.33412           149.772           150.994          0.385836
           2.35977           150.448           151.962          0.501711
           2.38542           152.786           153.352          0.206593
           2.41107           154.322            154.86          0.158495
           2.43672           156.474           156.646           0.31166
           2.46237           158.757           158.951           0.26771
           2.48802            161.16           161.133         0.0775006
           2.51366           163.596           163.522          0.297657
           2.53931           166.831           166.639          0.222876
                 0                 0                 0                 0
         0.0256496                 0                 0                 0
         0.0512993                 0                 0                 0
         0.0769489                 0                 0                 0
          0.102599                 0                 0                 0
          0.128248                 0                 0                 0
          0.153898                 0                 0                 0
          0.179547                 0                 0                 0
          0.205197                 0                 0                 0
          0.230847                 0                 0                 0
          0.256496                 0                 0                 0
          0.282146                 0                 0                 0
          0.307796                 0                 0                 0
          0.333445                 0                 0                 0
          0.359095                 0                 0                 0
          0.384745                 0                 0                 0
          0.410394                 0                 0                 0
          0.436044                 0                 0                 0
          0.461694                 0                 0                 0
          0.487343                 0                 0                 0
          0.512993                 0                 0                 0
          0.538642                 0                 0                 0
          0.564292                 0                 0                 0
          0.589942                 0                 0                 0
          0.615591                 0                 0                 0
          0.641241                 0                 0                 0
          0.666891                 0                 0                 0
           0.69254                 0                 0                 0
           0.71819                 0                 0                 0
           0.74384                 0                 0                 0
          0.769489                 0                 0                 0
          0.795139                 0                 0                 0
          0.820788            0.0004           0.00016       8.76356e-05
          0.846438            0.0356           0.03424        0.00276805
          0.872088            0.5808           0.57536        0.00593361
          0.897737            3.7868           3.78264         0.0288565
          0.923387           12.5364           12.6334         0.0582552
          0.949037           26.9332           27.2474           0.11638
          0.974686            44.238           44.2761          0.113447
           1.00034            58.572           58.7634          0.054599
           1.02599           67.9772           68.1977         0.0921943
           1.05164           73.0992           73.2843         0.0438723
           1.07728           74.0852           74.0214          0.127339
           1.10293           72.4588           72.4425         0.0415466
           1.12858           69.5796           69.4294           0.11887
           1.15423           65.8472           65.8066          0.104056
           1.17988             62.27            62.268         0.0940512
           1.20553           59.0388           58.8274           0.19505
           1.23118           56.0088           55.6994         0.0998682
           1.25683            53.056            53.078          0.059777
           1.28248           50.8564           50.9486         0.0760432
           1.30813            49.378           49.3074          0.123622
           1.33378            47.776           47.7926         0.0752765
           1.35943           46.6976           46.5893          0.100025
           1.38508           46.4436           45.9823          0.159173
           1.41073           46.1024           45.7534          0.107186
           1.43638           46.1928            45.655          0.134808
           1.46203           45.9216           45.8937         0.0867243
           1.48768             46.91           46.5497          0.106724
           1.51333            47.156           47.4735          0.132762
           1.53898            49.064           49.0229         0.0744888
           1.56463           50.2232           50.3978          0.136624
           1.59028           52.3116           52.3523          0.133781
           1.61593           54.2372            54.586          0.127958
           1.64158           57.5284           57.6747          0.106248
           1.66723           61.0596           60.9218         0.0855888
           1.69288           64.4924           64.6078         0.0334866
           1.71853           68.9352           68.6725          0.140027
           1.74418           73.2108           73.5223          0.182643
           1.76983           78.3896            78.345          0.085462
           1.79547           83.8048           83.7842          0.173249
           1.82112           88.8928           89.6803          0.274588
           1.84677           95.5036           95.4664          0.230109
           1.87242           101.448           101.617          0.123941
           1.89807           107.648           107.998          0.119606
           1.92372           113.661           114.113          0.170415
           1.94937           119.708           119.985          0.178238
           1.97502           125.149           125.659          0.164303
           2.00067           130.353           130.579          0.237648
           2.02632           134.459            134.95          0.183683
           2.05197           138.636           138.767          0.173558
           2.07762           141.126           141.447          0.123347
           2.10327           143.757           143.946          0.181424
           2.12892           145.151           145.339          0.214545
           2.15457           146.693           146.582          0.117064
           2.18022           147.552            147.54          0.205477
           2.20587           148.719           148.171          0.215036
           2.23152            148.48           148.634            0.1683
           2.25717           149.966           149.091          0.323558
           2.28282           150.725           150.004          0.299381
           2.30847           151.526           150.605          0.311292
           2.33412           152.338           151.263          0.391341
           2.35977           153.122           152.194          0.451779
           2.38542           154.131           153.508          0.216182
           2.41107           156.339           155.156          0.293337
           2.43672           157.855           156.888          0.329988
           2.46237           160.246            159.21          0.315514
           2.48802           161.581           161.223          0.101338
           2.51366           162.996           163.417          0.255996
           2.53931           167.288           166.768          0.212805
                 0                 0                 0                 0
         0.0256496                 0                 0                 0
         0.0512993                 0                 0                 0
         0.0769489                 0                 0                 0
          0.102599                 0                 0                 0
          0.128248                 0                 0                 0
          0.153898                 0                 0                 0
          0.179547                 0                 0                 0
          0.205197                 0                 0                 0
          0.230847                 0                 0                 0
          0.256496                 0                 0                 0
          0.282146                 0                 0                 0
          0.307796                 0                 0                 0
          0.333445                 0                 0                 0
          0.359095                 0                 0                 0
          0.384745                 0                 0                 0
          0.410394                 0                 0                 0
          0.436044                 0                 0                 0
          0.461694                 0                 0                 0
          0.487343                 0                 0                 0
          0.512993                 0                 0                 0
          0.538642                 0                 0                 0
          0.564292                 0                 0                 0
          0.589942                 0                 0                 0
          0.615591                 0                 0                 0
          0.641241                 0                 0                 0
          0.666891                 0                 0                 0
           0.69254                 0                 0                 0
           0.71819                 0                 0                 0
           0.74384                 0                 0                 0
          0.769489                 0                 0                 0
          0.795139                 0                 0                 0
          0.820788                 0       0.000133333         7.698e-05
          0.846438            0.0344         0.0342667        0.00230683
          0.872088            0.5756            0.5754        0.00494481
          0.897737             3.846            3.7932         0.0259074
          0.923387           12.7292           12.6493         0.0506887
          0.949037           27.7608            27.333          0.124524
          0.974686           44.4804           44.3101         0.0995187
           1.00034           58.9896           58.8011         0.0570453
           1.02599            68.278           68.2111         0.0777944
           1.05164           73.2504           73.2787         0.0369227
           1.07728           73.6556           73.9604          0.119822
           1.10293           72.0968           72.3849         0.0629665
           1.12858           69.5248           69.4453          0.100116
           1.15423            65.518           65.7585         0.0971938
           1.17988           62.3556           62.2826         0.0795011
           1.20553           58.7944           58.8219          0.162619
           1.23118           56.2452           55.7903          0.117571
           1.25683           53.1932           53.0972         0.0528077
           1.28248           50.9464           50.9482         0.0633701
           1.30813             48.94           49.2461          0.117204
           1.33378           47.9428           47.8177         0.0667612
           1.35943            46.516           46.5771         0.0840963
           1.38508           45.7456           45.9429          0.137447
           1.41073           45.5108           45.7129         0.0966455
           1.43638           45.3456           45.6034          0.121802
           1.46203           45.7004           45.8615          0.078024
           1.48768           46.4208           46.5282         0.0910728
           1.51333           46.9744           47.3903          0.134189
           1.53898           48.4104           48.9208          0.111968
           1.56463           50.0192           50.3347          0.127593
           1.59028            51.984           52.2909          0.124775
           1.61593            54.804           54.6223          0.111671
           1.64158           57.8036           57.6962         0.0906852
           1.66723           61.0972            60.951         0.0761551
           1.69288           64.3596           64.5664         0.0469495
           1.71853           68.5436            68.651          0.118325
           1.74418           73.4108           73.5037          0.153145
           1.76983           78.8204           78.4243          0.101503
           1.79547            83.754           83.7791          0.144447
           1.82112           89.4724           89.6457             0.231
           1.84677           96.5896           95.6536          0.256855
           1.87242           102.142           101.705          0.130504
           1.89807             108.5           108.082          0.125533
           1.92372           114.542           114.185          0.156276
           1.94937           121.552           120.246          0.280869
           1.97502           126.339           125.772          0.171619
           2.00067            131.44           130.723          0.237415
           2.02632           135.512           135.043          0.175392
           2.05197           138.482           138.719          0.150962
           2.07762           141.896           141.522          0.123436
           2.10327           143.367            143.85           0.17497
           2.12892           145.674           145.394          0.185913
           2.15457           146.718           146.605         0.0997182
           2.18022           146.585           147.381          0.224637
           2.20587           147.409           148.044           0.21343
           2.23152           148.867           148.672          0.144668
           2.25717           149.054           149.085           0.26969
           2.28282           149.232           149.875          0.275787
           2.30847           149.853           150.479          0.283515
           2.33412           150.945            151.21          0.329682
           2.35977           151.154           152.021          0.408368
           2.38542           152.997           153.422            0.1962
           2.41107           155.051           155.138           0.24497
           2.43672           156.916           156.893          0.275023
           2.46237           158.943           159.166          0.266058
           2.48802           159.706            160.97          0.245786
           2.51366           163.194           163.379          0.216012
           2.53931           166.679           166.754          0.177862
                 0                 0                 0                 0
         0.0256496                 0                 0                 0
         0.0512993                 0                 0                 0
         0.0769489                 0                 0                 0
          0.102599                 0                 0                 0
          0.128248                 0                 0                 0
          0.153898                 0                 0                 0
          0.179547                 0                 0                 0
          0.205197                 0                 0                 0
          0.230847                 0                 0                 0
          0.256496                 0                 0                 0
          0.282146                 0                 0                 0
          0.307796                 0                 0                 0
          0.333445                 0                 0                 0
          0.359095                 0                 0                 0
          0.384745                 0                 0                 0
          0.410394                 0                 0                 0
