#     BLOCK:  ACTUAL_I:     I_AVE:      ERROR:
               654        -0.0303524        0.00993597       0.000740658
               655        0.00859454        0.00993392        0.00073953
               656         0.0307467        0.00996564       0.000739083
               657        0.00821987        0.00996299       0.000737963
               658         0.0340476        0.00999959       0.000737749
               659        0.00347255        0.00998969       0.000736696
               660         0.0135237        0.00999504       0.000735599
               661         0.0161047         0.0100043       0.000734544
               662         0.0291811         0.0100333       0.000734006
               663         0.0065236          0.010028       0.000732918
               664         0.0219728         0.0100459       0.000732035
               665         0.0178706         0.0100577       0.000731028
               666        -0.0204775         0.0100119       0.000731367
               667         0.0278015         0.0100385       0.000730757
               668        -0.0339931        0.00997262        0.00073263
               669       -0.00988445        0.00994294       0.000732136
               670       -0.00653128        0.00991835       0.000731456
               671        0.00920447        0.00991729       0.000730366
               672         0.0020069        0.00990551       0.000729374
               673        0.00587304        0.00989952       0.000728315
               674       0.000594226        0.00988572       0.000727365
               675        -0.0155144        0.00984809       0.000727261
               676        0.00658334        0.00984326       0.000726201
               677         0.0276613        0.00986958       0.000725605
               678         0.0294733        0.00989849        0.00072511
               679        0.00836835        0.00989624       0.000724046
               680        -0.0251865        0.00984464       0.000724817
               681        0.00840619        0.00984253       0.000723756
               682         0.0173253         0.0098535       0.000722778
               683        -0.0170333        0.00981414       0.000722791
               684        0.00673768        0.00980964       0.000721748
               685        -0.0399805        0.00973695       0.000724345
               686          0.014429        0.00974379       0.000723322
               687         0.0183465        0.00975632       0.000722377
               688       -0.00689431        0.00973211       0.000721732
               689         0.0195309        0.00974634       0.000720825
               690         0.0237361        0.00976661       0.000720065
               691         0.0137613        0.00977239       0.000719047
               692        -0.0412304        0.00969869       0.000721775
               693         0.0138901        0.00970474       0.000720759
               694       -0.00451897        0.00968424       0.000720012
               695         0.0140855        0.00969057       0.000719003
               696          0.031691        0.00972218       0.000718665
               697         0.0102676        0.00972297       0.000717634
               698         0.0188119        0.00973599       0.000716724
               699        -0.0139547         0.0097021         0.0007165
               700         0.0239096        0.00972239       0.000715764
               701         0.0181105        0.00973436       0.000714843
               702        -0.0171375        0.00969608       0.000714848
               703        0.00538031        0.00968994       0.000713858
               704        0.00516301        0.00968351       0.000712873
               705        0.00433866        0.00967593       0.000711902
               706       0.000596178        0.00966307        0.00071101
               707         0.0145667           0.00967       0.000710038
               708       -0.00916657         0.0096434       0.000709533
               709        -0.0056325        0.00962185        0.00070886
               710       -0.00527556        0.00960087       0.000708172
               711       -0.00234514        0.00958407       0.000707375
               712         0.0491718        0.00963967       0.000708563
               713         0.0042711        0.00963214        0.00070761
               714         0.0390379        0.00967332       0.000707816
               715         0.0530089        0.00973393       0.000709416
               716         0.0199872        0.00974825        0.00070857
               717        0.00119106        0.00973632       0.000707682
               718       -0.00923433         0.0097099        0.00070719
               719         0.0116984        0.00971266       0.000706211
               720         0.0491501        0.00976744       0.000707352
               721        -0.0405615        0.00969763       0.000709806
               722       -0.00762897        0.00967364       0.000709229
               723      -0.000803727        0.00965914       0.000708396
               724       -0.00464868        0.00963938       0.000707693
               725         0.0184071        0.00965147        0.00070682
               726        -0.0217592        0.00960821        0.00070717
               727         0.0153743        0.00961614       0.000706241
               728         0.0143606        0.00962266       0.000705301
               729        0.00707822        0.00961917       0.000704343
               730        -0.0244754        0.00957246       0.000704924
               731       -0.00272908        0.00955563       0.000704161
               732         0.0397635         0.0095969       0.000704407
               733        0.00430323        0.00958968       0.000703483
               734         0.0350081        0.00962431       0.000703377
               735        0.00150709        0.00961327       0.000702506
               736           0.01029        0.00961419       0.000701553
               737        -0.0101038        0.00958743       0.000701111
               738        -0.0120913        0.00955806       0.000700776
               739         -0.015729        0.00952384       0.000700662
               740         0.0200962        0.00953813       0.000699861
               741         0.0365617        0.00957459       0.000699866
               742        0.00648349        0.00957043       0.000698935
               743         0.0150743        0.00957784       0.000698034
               744        -0.0110421        0.00955012       0.000697646
               745       0.000204683        0.00953758       0.000696822
               746       -0.00211757        0.00952195       0.000696063
               747         0.0117604        0.00952495       0.000695138
               748        0.00548878        0.00951955       0.000694229
               749        0.00318704         0.0095111       0.000693354
               750          0.039944        0.00955168       0.000693616
               751         0.0126853        0.00955585       0.000692705
               752         0.0026747         0.0095467       0.000691844
               753          0.037763        0.00958417       0.000691939
               754        -0.0129288        0.00955431       0.000691665
               755         0.0244482        0.00957404       0.000691031
               756       -0.00443535        0.00955551       0.000690365
               757        -0.0179899        0.00951912       0.000690411
               758         0.0154688        0.00952697       0.000689545
               759        0.00944938        0.00952687       0.000688637
               760         0.0228887        0.00954445       0.000687955
               761        -0.0153257        0.00951177       0.000687827
               762         0.0273886        0.00953523       0.000687324
               763        -0.0430061        0.00946637       0.000689864
               764         0.0169308        0.00947614        0.00068903
               765         0.0307558        0.00950395       0.000688691
               766        0.00557223        0.00949882       0.000687811
               767         0.0293563        0.00952471       0.000687401
               768         0.0272028        0.00954773       0.000686892
               769         0.0247859        0.00956754       0.000686284
               770         0.0305185        0.00959475       0.000685932
               771        -0.0166692        0.00956069       0.000685888
               772        0.00168784        0.00955049       0.000685075
               773        -0.0185748        0.00951411       0.000685154
               774        0.00980097        0.00951448       0.000684269
               775        -0.0008048        0.00950116       0.000683516
               776        0.00842523        0.00949978       0.000682636
               777        -0.0280127         0.0094515       0.000683463
               778        0.00910452        0.00945105       0.000682584
               779         0.0077237        0.00944883       0.000681712
               780        0.00359661        0.00944133       0.000680879
               781         0.0312484        0.00946925        0.00068058
               782       -0.00300109        0.00945331       0.000679896
               783         0.0357824        0.00948693       0.000679859
               784        0.00387805        0.00947978       0.000679029
               785        0.00639524        0.00947585       0.000678176
               786        -0.0273081        0.00942905       0.000678926
               787         0.0411087         0.0094693       0.000679255
               788          0.013306        0.00947417       0.000678411
               789        0.00292579        0.00946587       0.000677602
               790         0.0112849        0.00946817       0.000676748
               791         0.0279488        0.00949154       0.000676295
               792       -0.00770914        0.00946982        0.00067579
               793        -0.0136113        0.00944071       0.000675564
               794         0.0229621        0.00945774       0.000674928
               795         0.0112428        0.00945999       0.000674083
               796        0.00821891        0.00945843       0.000673238
               797       -0.00367041        0.00944196       0.000672595
               798         0.0228555        0.00945877       0.000671962
               799        0.00847234        0.00945753       0.000671122
               800        -0.0131241         0.0094293       0.000670876
               801        -0.0227936        0.00938908       0.000671244
               802       -0.00824571        0.00936709       0.000670767
               803         0.0109774        0.00936909       0.000669935
               804         0.0194556        0.00938164       0.000669219
               805        0.00442166        0.00937548       0.000668416
               806        -0.0141222        0.00934632       0.000668222
               807         -0.013788        0.00931766       0.000668009
               808        0.00890148        0.00931714       0.000667182
               809         0.0106433        0.00931878        0.00066636
               810         0.0104351        0.00932016       0.000665538
               811        -0.0121058        0.00929374       0.000665242
               812         0.0049544         0.0092884       0.000664444
               813        -0.0166371        0.00925651       0.000664392
               814      -0.000646202        0.00924434       0.000663687
               815         0.0184199         0.0092556       0.000662968
               816          0.018204        0.00926657       0.000662246
               817         0.0376215        0.00930127       0.000662344
               818       -0.00363881        0.00928545       0.000661723
               819         0.0364854        0.00931866       0.000661748
               820         0.0382739        0.00935398       0.000661883
               821        -0.0168757        0.00932203       0.000661847
               822         0.0137995        0.00932747       0.000661064
               823         0.0101255        0.00932844       0.000660262
               824        0.00754863        0.00932628       0.000659464
               825        0.00830792        0.00932505       0.000658666
               826         0.0309222         0.0093512       0.000658387
               827         0.0386085        0.00938657       0.000658541
               828        0.00724046        0.00938398       0.000657751
               829         0.0122426        0.00938743       0.000656966
               830        0.00196495        0.00937849       0.000656236
               831       0.000124681        0.00936735       0.000655541
               832         0.0354414        0.00939869       0.000655501
               833        -0.0250644        0.00935732       0.000656019
               834        0.00413365        0.00935105       0.000655262
               835        0.00396869        0.00934461       0.000654509
               836         0.0299749        0.00936929       0.000654191
               837         0.0063881        0.00936572       0.000653419
               838         0.0261711        0.00938578       0.000652947
               839        0.00363612        0.00937893       0.000652205
               840         0.0100847        0.00937977       0.000651429
               841         0.0152397        0.00938673       0.000650692
               842       0.000262545         0.0093759       0.000650009
               843         0.0153618          0.009383       0.000649277
               844         0.0327921        0.00941073         0.0006491
               845         0.0208169        0.00942423       0.000648472
               846         0.0469245        0.00946856       0.000649218
               847         0.0141421        0.00947408       0.000648475
               848          0.008216        0.00947259       0.000647712
               849         0.0300014        0.00949677       0.000647401
               850        0.00573822        0.00949235       0.000646654
               851         0.0214404        0.00950639       0.000646047
               852        0.00697955        0.00950343       0.000645295
               853         0.0263819        0.00952321       0.000644842
               854        -0.0016467        0.00951013        0.00064422
               855       -0.00416685        0.00949414       0.000643665
               856         0.0138173        0.00949919       0.000642933
               857        0.00247452        0.00949099       0.000642235
               858         0.0170126        0.00949976       0.000641546
               859         0.0160822        0.00950742       0.000640845
               860        0.00435532        0.00950143       0.000640128
               861         0.0100357        0.00950205       0.000639384
               862          0.019058        0.00951314       0.000638739
               863        0.00307222        0.00950567       0.000638042
               864         0.0197666        0.00951755       0.000637414
               865         0.0315286        0.00954299       0.000637185
               866        -0.0051022        0.00952608       0.000636674
               867        -0.0124226        0.00950077       0.000636443
               868        -0.0263377        0.00945948       0.000637047
               869          0.018812        0.00947024       0.000636405
               870        -0.0318343        0.00942276       0.000637442
               871       -0.00286982        0.00940865       0.000636866
               872        -0.0151945        0.00938044       0.000636761
               873         0.0309412        0.00940513        0.00063651
               874         0.0294518        0.00942807       0.000636195
               875         0.0141315        0.00943345        0.00063549
               876        -0.0110602        0.00941005       0.000635195
               877         0.0161598        0.00941775       0.000634518
               878      -0.000213416        0.00940678        0.00063389
               879        0.00361643        0.00940019       0.000633203
               880         0.0204795        0.00941278       0.000632609
               881         0.0390448        0.00944642       0.000632784
               882         0.0254627        0.00946457       0.000632327
               883        0.00827184        0.00946322       0.000631612
               884       -0.00261797        0.00944956       0.000631046
               885         0.0197197        0.00946116       0.000630439
               886        -0.0139852         0.0094347       0.000630283
               887          0.026986        0.00945449       0.000629883
               888        0.00113526        0.00944512       0.000629243
               889         0.0244212        0.00946196       0.000628761
               890         0.0397119        0.00949595       0.000628973
               891         0.0569463        0.00954921       0.000630517
               892       -0.00690166        0.00953077        0.00063008
               893        -0.0154213        0.00950282       0.000629994
               894         0.0106304        0.00950408        0.00062929
               895       -0.00183652        0.00949141       0.000628715
               896         0.0290403        0.00951323       0.000628391
               897         0.0240661        0.00952946         0.0006279
               898         0.0191074        0.00954012       0.000627292
               899       0.000225879        0.00952976       0.000626679
               900         0.0183213        0.00953953       0.000626059
               901       -0.00366955        0.00952487       0.000625536
               902        0.00223157        0.00951678       0.000624895
               903         0.0371045        0.00954733       0.000624949
               904            0.0276         0.0095673       0.000624577
               905        0.00399447        0.00956115       0.000623917
               906         0.0124485        0.00956433       0.000623236
               907      -0.000718918          0.009553       0.000622652
               908         0.0259263        0.00957103       0.000622228
               909        0.00195457        0.00956265         0.0006216
               910         0.0174311         0.0095713       0.000620977
               911          0.010129        0.00957191       0.000620295
               912         0.0136572        0.00957639       0.000619631
               913        -0.0120318        0.00955272       0.000619405
               914        0.00702766        0.00954996       0.000618733
               915         0.0333741        0.00957599       0.000618604
               916         0.0220623        0.00958963       0.000618079
               917         0.0341623        0.00961642       0.000617986
               918         0.0137645        0.00962094       0.000617329
               919         0.0352824        0.00964886       0.000617289
               920         0.0263356          0.009667       0.000616884
               921         0.0404242         0.0097004       0.000617118
               922           -0.0117        0.00967719       0.000616885
               923        0.00427628        0.00967134       0.000616244
               924        -0.0149669        0.00964467       0.000616154
               925          0.011678        0.00964687       0.000615492
               926       -0.00317455        0.00963302       0.000614983
               927        0.00829391        0.00963158       0.000614321
               928       -0.00584855         0.0096149       0.000613885
               929          0.024883        0.00963133       0.000613444
               930        -0.0064743        0.00961401       0.000613029
               931         0.0133231          0.009618       0.000612384
               932         0.0183422        0.00962736       0.000611798
               933         0.0419327        0.00966198       0.000612121
               934         0.0136897         0.0096663       0.000611481
               935       -0.00354257        0.00965217        0.00061099
               936         0.0209539        0.00966424       0.000610457
               937         0.0209231        0.00967626       0.000609924
               938        0.00478511        0.00967104       0.000609296
               939          0.053791        0.00971803       0.000610456
               940          0.022967        0.00973213       0.000609969
               941         0.0355382        0.00975955       0.000609937
               942        -0.0133791        0.00973499       0.000609784
               943        0.00909059         0.0097343       0.000609138
               944        0.00659035        0.00973097       0.000608502
               945        -0.0143143        0.00970553       0.000608389
               946       -0.00968919        0.00968503       0.000608092
               947       -0.00613197        0.00966832       0.000607679
               948         0.0578929        0.00971919       0.000609163
               949        0.00401512        0.00971318       0.000608551
               950         0.0155174        0.00971929       0.000607941
               951        0.00493049        0.00971426       0.000607323
               952       -0.00904825        0.00969455       0.000607005
               953         0.0144732        0.00969956       0.000606388
               954        0.00159871        0.00969107       0.000605812
               955        -0.0071345        0.00967345       0.000605434
               956         0.0243808        0.00968884       0.000604996
               957        -0.0337378        0.00964346       0.000606063
               958        0.00952694        0.00964334       0.000605431
               959        0.00816288        0.00964179       0.000604801
               960         0.0314082        0.00966447       0.000604596
               961       -0.00548549         0.0096487       0.000604173
               962         0.0233667        0.00966296       0.000603713
               963         0.0205278        0.00967424       0.000603191
               964         0.0121019        0.00967676       0.000602571
               965        0.00407305        0.00967096       0.000601974
               966        0.00500716        0.00966613       0.000601371
               967         0.0218359        0.00967871        0.00060088
               968       -0.00692002        0.00966157       0.000600504
               969         0.0186254        0.00967082       0.000599956
               970         0.0160897        0.00967743       0.000599374
               971      -0.000710798        0.00966674       0.000598852
               972         0.0255318        0.00968306       0.000598458
               973         0.0125963        0.00968605       0.000597851
               974         0.0282653        0.00970513       0.000597541
               975       5.44101e-05        0.00969523        0.00059701
               976        0.00288119        0.00968825       0.000596439
               977       -0.00979804         0.0096683       0.000596162
               978        -0.0199284        0.00963804        0.00059632
               979       -0.00516249        0.00962292       0.000595903
               980         0.0349823         0.0096488       0.000595856
               981        0.00230712        0.00964131       0.000595296
               982         0.0452473        0.00967757       0.000595793
               983        0.00618478        0.00967402       0.000595197
               984         0.0648449        0.00973009       0.000597227
               985         0.0137144        0.00973413       0.000596635
               986         0.0118585        0.00973629       0.000596034
               987         0.0300321        0.00975685       0.000595784
               988        -0.0186644        0.00972808       0.000595875
               989           0.02029        0.00973876       0.000595369
               990       -0.00461763        0.00972426       0.000594944
               991        0.00798336        0.00972251       0.000594346
               992        -0.0204387         0.0096921       0.000594524
               993         0.0237255        0.00970623       0.000594093
               994         0.0429569        0.00973968       0.000594437
               995         0.0101033        0.00974005       0.000593839
               996         0.0280107        0.00975839       0.000593526
               997       -0.00837668         0.0097402        0.00059321
               998         0.0127001        0.00974317       0.000592623
               999         0.0250167        0.00975846       0.000592227
              1000        0.00353582        0.00975224       0.000591667
