#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
               470           166.667           157.411           1.45807
               471           166.667           157.431           1.45511
               472           166.667            157.45           1.45216
               473           166.667            157.47           1.44922
               474           166.667           157.489           1.44629
               475           166.667           157.508           1.44338
               476           166.667           157.528           1.44047
               477           166.667           157.547           1.43758
               478           166.667           157.566            1.4347
               479           166.667           157.585           1.43183
               480           166.667           157.604           1.42897
               481           166.667           157.623           1.42613
               482           166.667           157.641           1.42329
               483           166.667            157.66           1.42047
               484           166.667           157.679           1.41765
               485           166.667           157.697           1.41485
               486           166.667           157.716           1.41206
               487           166.667           157.734           1.40928
               488           166.667           157.752           1.40651
               489           166.667           157.771           1.40375
               490           166.667           157.789           1.40101
               491           166.667           157.807           1.39827
               492           166.667           157.825           1.39554
               493           166.667           157.843           1.39283
               494           166.667           157.861           1.39012
               495           166.667           157.879           1.38743
               496           166.667           157.896           1.38474
               497           166.667           157.914           1.38207
               498           166.667           157.931           1.37941
               499           166.667           157.949           1.37675
               500           166.667           157.966           1.37411
               501           166.667           157.984           1.37148
               502           166.667           158.001           1.36886
               503           166.667           158.018           1.36624
               504           166.667           158.035           1.36364
               505           166.667           158.053           1.36105
               506           166.667            158.07           1.35846
               507           166.667           158.087           1.35589
               508           166.667           158.103           1.35333
               509           166.667            158.12           1.35077
               510           166.667           158.137           1.34823
               511           166.667           158.154           1.34569
               512           166.667            158.17           1.34317
               513           166.667           158.187           1.34065
               514           166.667           158.203           1.33814
               515           166.667            158.22           1.33565
               516           166.667           158.236           1.33316
               517           166.667           158.252           1.33068
               518           166.667           158.269           1.32821
               519           166.667           158.285           1.32575
               520           166.667           158.301            1.3233
               521           166.667           158.317           1.32085
               522           166.667           158.333           1.31842
               523           166.667           158.349             1.316
               524           166.667           158.365           1.31358
               525           166.667           158.381           1.31117
               526           166.667           158.396           1.30877
               527           166.667           158.412           1.30639
               528           166.667           158.428             1.304
               529           166.667           158.443           1.30163
               530           166.667           158.459           1.29927
               531           166.667           158.474           1.29691
               532           166.667            158.49           1.29457
               533           166.667           158.505           1.29223
               534           166.667            158.52            1.2899
               535           166.667           158.536           1.28758
