#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     2.96742     2.96742           0
           2     2.96713     2.96727 0.000101348
           3     2.96697     2.96717 0.000106228
           4     2.96704     2.96714 8.49517e-05
           5     2.96711     2.96713 6.82374e-05
           6     2.96715     2.96714 5.69395e-05
           7     2.96722     2.96715 4.99679e-05
           8     2.96712     2.96714 4.38106e-05
           9     2.96726     2.96716   4.088e-05
          10     2.96702     2.96714 3.91332e-05
          11       2.967     2.96713 3.77994e-05
          12     2.96707     2.96713 3.49728e-05
          13     2.96702     2.96712 3.31593e-05
          14     2.96717     2.96712 3.10423e-05
          15     2.96717     2.96712 2.91689e-05
          16     2.96727     2.96713  2.8639e-05
          17     2.96726     2.96714 2.79475e-05
          18     2.96706     2.96714 2.67799e-05
          19     2.96734     2.96715 2.73319e-05
          20     2.96713     2.96715  2.5978e-05
          21     2.96719     2.96715 2.48272e-05
          22     2.96724     2.96715 2.40304e-05
          23     2.96702     2.96715 2.37119e-05
          24     2.96707     2.96714 2.29518e-05
          25      2.9671     2.96714 2.21101e-05
          26      2.9671     2.96714 2.13061e-05
          27      2.9672     2.96714 2.06293e-05
          28     2.96719     2.96714 1.99666e-05
          29     2.96709     2.96714 1.93649e-05
          30     2.96707     2.96714 1.88493e-05
          31     2.96715     2.96714 1.82446e-05
          32     2.96694     2.96713 1.86917e-05
          33     2.96702     2.96713 1.84324e-05
          34     2.96708     2.96713 1.79569e-05
          35     2.96713     2.96713 1.74441e-05
          36     2.96715     2.96713 1.69713e-05
          37      2.9672     2.96713   1.661e-05
          38     2.96726     2.96713 1.65089e-05
          39     2.96714     2.96713 1.60856e-05
          40     2.96711     2.96713 1.56916e-05
          41     2.96726     2.96714 1.56221e-05
          42     2.96727     2.96714  1.5546e-05
          43     2.96717     2.96714 1.52013e-05
          44     2.96727     2.96714 1.51199e-05
          45     2.96712     2.96714 1.47919e-05
          46     2.96706     2.96714 1.45765e-05
          47     2.96713     2.96714 1.42674e-05
          48     2.96726     2.96714 1.41889e-05
          49     2.96718     2.96714 1.39218e-05
          50     2.96726     2.96715 1.38337e-05
