0.92453 0.433984 -0.267613 3
0.97046 0.400217 -0.259066 3
0.984827 0.441223 -0.243225 3
1.01603 0.522319 -0.165748 3
1.08334 0.577529 -0.0198726 3
1.01701 0.592017 -0.103683 3
0.972855 0.601188 -0.179962 3
0.876316 0.617824 -0.270871 3
0.789244 0.668755 -0.348274 3
0.735876 0.607413 -0.333262 3
0.787085 0.603241 -0.315472 3
0.738664 0.551094 -0.292543 3
0.755647 0.574456 -0.316684 3
0.771741 0.491247 -0.253843 3
0.858114 0.542057 -0.286948 3
0.858485 0.446914 -0.275635 3
0.832356 0.477305 -0.264021 3
0.868032 0.396948 -0.245031 3
0.904059 0.412402 -0.26762 3
0.97206 0.322954 -0.252854 3
1.02521 0.417007 -0.207878 3
1.12413 0.500779 -0.0260899 3
1.18679 0.404367 0.0363186 3
1.09749 0.447052 -0.0892904 3
1.01984 0.544147 -0.131441 3
0.999648 0.498697 -0.2105 3
0.949921 0.506327 -0.232143 3
0.906359 0.502633 -0.258798 3
0.807536 0.445577 -0.251437 3
0.730387 0.455281 -0.215699 3
0.658483 0.535733 -0.263459 3
0.585661 0.483652 -0.140123 3
0.635415 0.511475 -0.226843 3
0.575659 0.443295 -0.0613713 3
0.488502 0.423277 0.0903294 3
0.585794 0.391923 0.00771702 3
0.573172 0.297662 0.181133 3
0.578464 0.312866 0.148477 3
0.649205 0.3532 -0.0311198 3
0.718817 0.309189 -0.0902027 3
0.806124 0.399545 -0.219044 3
0.891167 0.475929 -0.260946 3
0.849251 0.532314 -0.290541 3
0.75148 0.59836 -0.312941 3
0.82371 0.646082 -0.301683 3
0.775796 0.717422 -0.352848 3
0.785357 0.635045 -0.331258 3
0.810082 0.675962 -0.325562 3
0.778409 0.727971 -0.350592 3
0.686292 0.750533 -0.411681 3
0.628919 0.74979 -0.436052 3
0.696619 0.848252 -0.388153 3
0.612183 0.765634 -0.439613 3
0.697267 0.824246 -0.407344 3
0.666533 0.887856 -0.383533 3
0.75386 0.971086 -0.140466 3
0.669444 0.924995 -0.359686 3
0.749919 0.96037 -0.158437 3
0.779146 0.897857 -0.191607 3
0.730898 0.809874 -0.375464 3
0.657266 0.712466 -0.411321 3
0.63291 0.642768 -0.368055 3
0.697703 0.695577 -0.383872 3
0.796593 0.773931 -0.288442 3
0.84091 0.793613 -0.244212 3
0.892572 0.783488 -0.138956 3
0.97007 0.755288 -0.0217635 3
1.02881 0.711658 0.035984 3
1.04182 0.751319 0.0932299 3
1.09031 0.780611 0.328337 3
1.12162 0.739884 0.414108 3
1.14648 0.766087 0.429958 3
1.08435 0.859974 0.534096 3
1.05072 0.931552 0.555784 3
