# Temp | Energy | Cv | Chi | Mag | Err_En | Err_Cv | Err_Chi | Err_Mag
3.000000  -0.461246  0.200759  0.054253  0.027847  0.000973  0.001754  0.000685  0.002409
2.949091  -0.325296  0.103251  0.039192  0.013258  0.000780  0.000886  0.000451  0.001515
2.898182  -0.330320  0.106016  0.039327  0.013321  0.000695  0.000817  0.000301  0.001687
2.847273  -0.336832  0.110183  0.040697  0.013247  0.000893  0.000813  0.000446  0.001443
2.796364  -0.342042  0.113267  0.040853  0.016396  0.000788  0.000799  0.000442  0.001464
2.745455  -0.347716  0.117025  0.041557  0.014410  0.000959  0.001043  0.000395  0.001684
2.694545  -0.354414  0.120585  0.042539  0.012016  0.000948  0.000794  0.000431  0.001679
2.643636  -0.360736  0.124781  0.043110  0.014644  0.000723  0.000982  0.000379  0.001454
2.592727  -0.366462  0.128567  0.043027  0.017479  0.000788  0.000751  0.000275  0.002359
2.541818  -0.374006  0.133384  0.043183  0.018080  0.000909  0.000909  0.000430  0.001584
2.490909  -0.380492  0.137607  0.044237  0.019805  0.000750  0.001061  0.000351  0.001825
2.440000  -0.386786  0.144183  0.045088  0.017694  0.000855  0.001133  0.000280  0.001928
2.389091  -0.394298  0.149824  0.046270  0.018680  0.000656  0.000835  0.000396  0.001768
2.338182  -0.401208  0.154135  0.048193  0.021235  0.000701  0.000814  0.000572  0.001872
2.287273  -0.409020  0.158797  0.048148  0.017044  0.000955  0.000837  0.000446  0.002023
2.236364  -0.417826  0.166024  0.048445  0.016665  0.000936  0.001279  0.000667  0.002038
2.185455  -0.425768  0.173440  0.049178  0.022858  0.000955  0.000976  0.000595  0.002186
2.134545  -0.434828  0.180527  0.049737  0.024047  0.000886  0.001238  0.000579  0.002318
2.083636  -0.445032  0.186905  0.051358  0.024330  0.001020  0.001341  0.000528  0.002014
2.032727  -0.454436  0.195004  0.053858  0.029323  0.000914  0.001280  0.000584  0.002642
1.981818  -0.465008  0.203381  0.054965  0.032999  0.000855  0.001383  0.000638  0.002605
1.930909  -0.476006  0.210862  0.057327  0.032732  0.000838  0.001534  0.000630  0.003185
1.880000  -0.487010  0.218379  0.058566  0.030007  0.000959  0.001542  0.000878  0.002257
1.829091  -0.497510  0.225801  0.059226  0.032552  0.000730  0.001233  0.000752  0.002788
1.778182  -0.508808  0.233418  0.060746  0.036415  0.000752  0.001630  0.000548  0.003502
1.727273  -0.521024  0.241867  0.062778  0.038275  0.000881  0.001871  0.000871  0.003537
1.676364  -0.533526  0.253496  0.064925  0.037763  0.000774  0.001734  0.000924  0.002824
1.625455  -0.546782  0.263237  0.068878  0.035919  0.001076  0.001917  0.001105  0.003179
1.574545  -0.560154  0.275606  0.072207  0.046161  0.000995  0.002071  0.000894  0.004035
1.523636  -0.575898  0.286010  0.075048  0.043322  0.000934  0.002538  0.001184  0.002987
1.472727  -0.590546  0.299753  0.077798  0.045367  0.001007  0.002313  0.000911  0.004011
1.421818  -0.605150  0.311643  0.080782  0.046366  0.000957  0.002586  0.001056  0.003902
1.370909  -0.621764  0.324254  0.086067  0.060371  0.000888  0.002946  0.001311  0.004668
1.320000  -0.640472  0.337615  0.091727  0.063070  0.001088  0.003504  0.001210  0.005843
1.269091  -0.657484  0.353186  0.097119  0.081796  0.001161  0.003654  0.001227  0.005009
1.218182  -0.675860  0.367216  0.104872  0.089160  0.001220  0.003659  0.001945  0.006636
1.167273  -0.695680  0.387214  0.114034  0.089836  0.001127  0.003185  0.002451  0.007559
1.116364  -0.714116  0.391209  0.120085  0.102805  0.001408  0.004627  0.002500  0.006380
1.065455  -0.734736  0.404973  0.133951  0.120443  0.001165  0.004534  0.002549  0.009798
1.014545  -0.754572  0.420129  0.143386  0.123924  0.001169  0.005280  0.003218  0.009332
0.963636  -0.776522  0.421460  0.156395  0.156796  0.001404  0.005807  0.002283  0.013182
0.912727  -0.798298  0.434098  0.174559  0.202793  0.001257  0.005976  0.003962  0.011872
0.861818  -0.820960  0.444197  0.200634  0.208157  0.001415  0.006974  0.005615  0.015709
0.810909  -0.843370  0.448316  0.236626  0.261389  0.001362  0.006892  0.005768  0.014709
0.760000  -0.868140  0.450419  0.291265  0.341961  0.001631  0.009177  0.008988  0.024340
0.709091  -0.889318  0.446481  0.338741  0.442527  0.001463  0.012272  0.012459  0.027563
0.658182  -0.911646  0.415619  0.418736  0.543221  0.002092  0.011832  0.017605  0.038795
0.607273  -0.935224  0.411482  0.544467  0.623162  0.002327  0.012300  0.018995  0.038843
0.556364  -0.955696  0.364495  0.662399  0.823260  0.002240  0.011977  0.019304  0.018543
0.505455  -0.973064  0.302385  0.784989  0.920164  0.002492  0.018681  0.025104  0.014180
0.454545  -0.985100  0.227770  0.872816  0.965869  0.002248  0.026977  0.023035  0.011635
0.403636  -0.992586  0.153599  0.932434  0.994499  0.001756  0.032583  0.017847  0.001366
0.352727  -0.999496  0.015459  0.996301  0.995676  0.000283  0.008523  0.002675  0.002574
0.301818  -0.999978  0.000964  0.999958  0.998054  0.000012  0.000533  0.000024  0.001339
0.250909  -1.000000  0.000000  1.000000  0.999538  0.000000  0.000000  0.000000  0.000450
0.200000  -1.000000  0.000000  1.000000  0.999757  0.000000  0.000000  0.000000  0.000237
