# Temp | Energy | Cv | Chi | Mag | Err_En | Err_Cv | Err_Chi | Err_Mag
2.000000  -0.462187  0.196608  0.054326  0.027451  0.000110  0.000202  0.000084  0.000374
1.900000  -0.482680  0.212454  0.057352  0.030537  0.000107  0.000259  0.000105  0.000446
1.800000  -0.504790  0.229875  0.060952  0.034126  0.000119  0.000299  0.000102  0.000450
1.700000  -0.528575  0.249140  0.064785  0.038830  0.000126  0.000297  0.000111  0.000473
1.600000  -0.554644  0.270874  0.069712  0.044301  0.000132  0.000301  0.000135  0.000498
1.500000  -0.582762  0.293192  0.075912  0.051240  0.000118  0.000352  0.000136  0.000523
1.400000  -0.613227  0.317479  0.083278  0.058627  0.000130  0.000378  0.000185  0.000702
1.300000  -0.646426  0.345211  0.092936  0.071251  0.000150  0.000483  0.000217  0.000794
1.200000  -0.682247  0.370304  0.105995  0.087849  0.000152  0.000507  0.000291  0.000979
1.100000  -0.720613  0.397749  0.123245  0.111030  0.000138  0.000632  0.000361  0.001233
1.000000  -0.761749  0.421122  0.148194  0.146893  0.000166  0.000767  0.000492  0.001593
0.900000  -0.804675  0.436711  0.185269  0.200612  0.000192  0.000945  0.000774  0.001990
0.800000  -0.848492  0.439161  0.243329  0.292286  0.000217  0.001110  0.001214  0.003093
0.700000  -0.892377  0.430967  0.345947  0.448757  0.000247  0.001276  0.001726  0.003914
0.600000  -0.935429  0.422326  0.533915  0.669268  0.000331  0.001650  0.003024  0.006486
0.500000  -0.974539  0.324448  0.794483  0.891978  0.000334  0.002968  0.003272  0.006290
