#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
                 1         -0.814461         -0.814461                 0
                 2         -0.814497         -0.814479       1.27782e-05
                 3         -0.813672          -0.81421       0.000219722
                 4         -0.812674         -0.813826       0.000371039
                 5         -0.813092         -0.813679       0.000324575
                 6         -0.812473         -0.813478       0.000326858
                 7         -0.812111         -0.813283       0.000333483
                 8         -0.812074         -0.813132       0.000324235
                 9         -0.812436         -0.813054       0.000297287
                10         -0.811945         -0.812943       0.000287526
                11         -0.811617         -0.812823       0.000285559
                12         -0.811655         -0.812725       0.000277842
                13          -0.81175          -0.81265       0.000266412
                14         -0.811801          -0.81259       0.000254202
                15         -0.811915         -0.812545       0.000241201
                16         -0.811875         -0.812503       0.000229733
                17         -0.811369         -0.812436       0.000225692
                18         -0.811438         -0.812381       0.000219866
                19         -0.811514         -0.812335       0.000212969
                20          -0.81163           -0.8123       0.000205218
                21         -0.811511         -0.812262       0.000198855
                22         -0.811237         -0.812216       0.000195199
                23         -0.810813         -0.812155       0.000196005
                24          -0.81103         -0.812108       0.000193355
                25         -0.811017         -0.812064       0.000190477
                26         -0.810797         -0.812016       0.000189283
                27         -0.810908         -0.811974       0.000186668
                28          -0.81091         -0.811936       0.000183831
                29         -0.810688         -0.811893       0.000182461
                30         -0.810815         -0.811857       0.000179888
                31         -0.810238         -0.811805       0.000181513
                32         -0.809749         -0.811741       0.000186874
                33         -0.810014         -0.811689       0.000188395
                34         -0.809869         -0.811635       0.000190308
                35         -0.810041          -0.81159       0.000190241
                36         -0.810357         -0.811555       0.000188011
                37         -0.810301         -0.811521       0.000185962
                38         -0.810198         -0.811487       0.000184302
                39         -0.810399         -0.811459       0.000181675
                40         -0.810172         -0.811427       0.000179959
