# VELOCITY:     SINGLE_BLOCK_AVE_POFV:       PROGRESSIVE_AVE_POFV:        ERROR:
               4.4             0.606           0.18025          0.064105
           4.66667                 0         0.0235833         0.0182688
           4.93333                 0         0.0151667         0.0131714
               5.2                 0           0.00475        0.00464999
           5.46667                 0        0.00191667        0.00187631
           5.73333                 0                 0                 0
                 6                 0                 0                 0
           6.26667                 0                 0                 0
           6.53333                 0                 0                 0
               6.8                 0                 0                 0
           7.06667                 0                 0                 0
           7.33333                 0                 0                 0
               7.6                 0                 0                 0
           7.86667                 0                 0                 0
          0.133333                 1           0.34992         0.0722248
               0.4             0.866           1.81984          0.156681
          0.666667             7.512           4.49232          0.411862
          0.933333            11.282           8.13152          0.536245
               1.2             13.04           11.6073          0.610829
           1.46667            10.554           12.5176          0.494474
           1.73333            10.796            14.129           0.48854
                 2            19.264           13.9059          0.556906
           2.26667            10.924            11.543          0.542021
           2.53333             6.108           9.61712          0.738329
               2.8             8.518           8.74432          0.423594
           3.06667             3.156           4.81672          0.358992
           3.33333             0.882            3.0012          0.299442
               3.6             1.058           1.87248          0.209763
           3.86667              2.39           0.84232          0.133698
           4.13333              0.65           0.39288         0.0877658
               4.4                 0           0.17304         0.0619449
           4.66667                 0           0.02264         0.0175624
           4.93333                 0           0.01456         0.0126585
               5.2                 0           0.00456        0.00446787
           5.46667                 0           0.00184        0.00180282
           5.73333                 0                 0                 0
                 6                 0                 0                 0
           6.26667                 0                 0                 0
           6.53333                 0                 0                 0
               6.8                 0                 0                 0
           7.06667                 0                 0                 0
           7.33333                 0                 0                 0
               7.6                 0                 0                 0
           7.86667                 0                 0                 0
          0.133333             0.262          0.346538          0.069526
               0.4             1.886           1.82238          0.150676
          0.666667             5.624           4.53585          0.398314
          0.933333            13.868           8.35215           0.55917
               1.2            12.478           11.6408          0.588253
           1.46667            11.758           12.4884          0.476318
           1.73333             8.538           13.9139          0.514905
                 2             15.66           13.9734          0.539558
           2.26667            12.766             11.59          0.523211
           2.53333             8.342           9.56808          0.711559
               2.8               9.2           8.76185          0.407665
           3.06667             2.872           4.74192          0.352891
