#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
               355             -0.96        -0.0851831         0.0293737
               356                -1        -0.0877528         0.0294034
               357             -0.96        -0.0901961         0.0294223
               358                -1        -0.0927374         0.0294497
               359                -1        -0.0952646         0.0294759
               360                -1        -0.0977778          0.029501
               361             -0.96         -0.100166         0.0295158
               362             -0.88          -0.10232         0.0295128
               363             -0.96         -0.104683         0.0295259
               364             -0.88         -0.106813         0.0295215
               365             -0.84         -0.108822         0.0295089
               366             -0.76         -0.110601         0.0294818
               367              -0.8          -0.11248         0.0294613
               368             -0.76         -0.114239         0.0294337
               369             -0.84         -0.116206         0.0294196
               370             -0.96         -0.118486         0.0294283
               371             -0.96         -0.120755         0.0294363
               372             -0.92         -0.122903         0.0294355
               373             -0.96         -0.125147          0.029442
               374             -0.92         -0.127273         0.0294399
               375             -0.88          -0.12928         0.0294297
               376             -0.84          -0.13117         0.0294121
               377             -0.84          -0.13305         0.0293941
               378             -0.76         -0.134709         0.0293631
               379             -0.72         -0.136253         0.0293262
               380              -0.8            -0.138          0.029301
               381             -0.92         -0.140052         0.0292959
               382             -0.96         -0.142199         0.0292977
               383                -1         -0.144439         0.0293067
               384             -0.96         -0.146563         0.0293073
               385             -0.84         -0.148364         0.0292864
               386              -0.8         -0.150052         0.0292592
               387             -0.64         -0.151318         0.0292109
               388             -0.64         -0.152577         0.0291628
               389             -0.48         -0.153419            0.0291
               390             -0.44         -0.154154         0.0290346
               391             -0.48         -0.154987         0.0289723
               392             -0.52         -0.155918         0.0289134
               393              -0.6         -0.157048         0.0288619
               394             -0.52          -0.15797         0.0288033
               395             -0.52         -0.158886          0.028745
               396             -0.44         -0.159596         0.0286812
               397             -0.36         -0.160101         0.0286134
               398             -0.44         -0.160804         0.0285501
               399              -0.4         -0.161404         0.0284849
               400             -0.36           -0.1619          0.028418
               401             -0.44         -0.162594         0.0283556
               402             -0.44         -0.163284         0.0282934
               403             -0.44          -0.16397         0.0282315
               404             -0.52         -0.164851         0.0281754
               405             -0.44         -0.165531          0.028114
               406             -0.56         -0.166502         0.0280616
               407             -0.56         -0.167469         0.0280093
               408             -0.56         -0.168431         0.0279571
               409              -0.6         -0.169487         0.0279087
               410             -0.52         -0.170341         0.0278537
               411             -0.52         -0.171192         0.0277989
               412             -0.44         -0.171845         0.0277391
               413              -0.6         -0.172881         0.0276913
               414             -0.76           -0.1743         0.0276607
               415             -0.92         -0.176096         0.0276524
               416              -0.8         -0.177596         0.0276265
               417             -0.72         -0.178897         0.0275909
               418             -0.72         -0.180191         0.0275552
               419             -0.56         -0.181098         0.0275044
               420              -0.6         -0.182095          0.027457
               421             -0.68         -0.183278         0.0274172
               422             -0.72          -0.18455         0.0273817
               423              -0.6         -0.185532         0.0273346
               424              -0.6         -0.186509         0.0272876
               425             -0.48           -0.1872         0.0272321
               426             -0.48         -0.187887         0.0271769
               427              -0.6         -0.188852         0.0271304
               428             -0.64         -0.189907         0.0270875
               429             -0.84         -0.191422         0.0270667
               430              -0.8         -0.192837         0.0270407
               431             -0.84         -0.194339         0.0270196
               432             -0.84         -0.195833         0.0269984
               433             -0.76         -0.197136         0.0269674
               434             -0.84         -0.198618          0.026946
               435             -0.72         -0.199816         0.0269107
               436              -0.6         -0.200734         0.0268646
               437             -0.72         -0.201922         0.0268294
               438             -0.72         -0.203105         0.0267942
               439             -0.68         -0.204191         0.0267552
               440             -0.56            -0.205         0.0267066
               441             -0.08         -0.204717         0.0266475
               442              -0.2         -0.204706         0.0265872
               443             -0.32         -0.204966         0.0265285
               444             -0.32         -0.205225           0.02647
               445              -0.4         -0.205663         0.0264141
               446             -0.32         -0.205919         0.0263562
               447              -0.2         -0.205906         0.0262972
               448             -0.08         -0.205625           0.02624
               449             -0.04         -0.205256         0.0261841
               450              -0.2         -0.205244          0.026126
               451             -0.28          -0.20541         0.0260686
               452             -0.28         -0.205575         0.0260114
               453             -0.28          -0.20574         0.0259545
               454             -0.24         -0.205815         0.0258974
               455             -0.44          -0.20633         0.0258456
               456              -0.4         -0.206754         0.0257925
               457             -0.44         -0.207265         0.0257411
               458              -0.4         -0.207686         0.0256883
               459              -0.4         -0.208105         0.0256358
               460              -0.4         -0.208522         0.0255834
               461              -0.4         -0.208937         0.0255313
               462              -0.4         -0.209351         0.0254794
               463             -0.44         -0.209849         0.0254292
               464             -0.32         -0.210086         0.0253755
               465             -0.24         -0.210151          0.025321
               466             -0.24         -0.210215         0.0252668
               467             -0.24         -0.210278         0.0252128
               468             -0.36         -0.210598         0.0251609
               469             -0.36         -0.210917         0.0251093
               470             -0.44         -0.211404         0.0250606
               471             -0.52         -0.212059         0.0250159
               472             -0.36         -0.212373         0.0249649
               473              -0.4          -0.21277         0.0249153
               474             -0.28         -0.212911         0.0248631
               475             -0.28         -0.213053         0.0248112
               476              -0.2         -0.213025         0.0247591
               477              -0.2         -0.212998         0.0247072
               478              -0.4         -0.213389         0.0246586
               479             -0.32         -0.213612         0.0246081
               480             -0.32         -0.213833         0.0245578
               481             -0.32         -0.214054         0.0245078
               482             -0.16         -0.213942         0.0244572
               483              -0.2         -0.213913         0.0244066
               484             -0.04         -0.213554         0.0243588
               485              0.12         -0.212866         0.0243183
               486              0.12         -0.212181         0.0242779
               487                 0         -0.211745         0.0242319
               488              0.04          -0.21123         0.0241878
               489             -0.04         -0.210879         0.0241408
               490              -0.2         -0.210857         0.0240916
               491             -0.24         -0.210916         0.0240426
               492             -0.24         -0.210976         0.0239938
               493              -0.2         -0.210953         0.0239451
               494             -0.16          -0.21085         0.0238969
               495             -0.12         -0.210667         0.0238493
               496             -0.04         -0.210323         0.0238037
               497             -0.04          -0.20998         0.0237583
               498              0.04         -0.209478         0.0237159
               499              0.08         -0.208898         0.0236754
               500                 0          -0.20848         0.0236318
               501             -0.08         -0.208224          0.023586
               502             -0.08         -0.207968         0.0235404
               503                 0         -0.207555         0.0234972
               504             -0.04         -0.207222          0.023453
               505              -0.2         -0.207208         0.0234065
               506              -0.2         -0.207194         0.0233603
               507             -0.28         -0.207337         0.0233146
               508             -0.28          -0.20748         0.0232692
               509             -0.24         -0.207544         0.0232236
               510             -0.28         -0.207686         0.0231785
               511             -0.12         -0.207515         0.0231337
               512             -0.08         -0.207266         0.0230899
               513             -0.08         -0.207018         0.0230462
               514             -0.08          -0.20677         0.0230027
               515             -0.16          -0.20668         0.0229582
               516              -0.4         -0.207054         0.0229168
               517             -0.28         -0.207195         0.0228729
               518             -0.04         -0.206873          0.022831
               519              0.08          -0.20632         0.0227937
               520              0.04         -0.205846         0.0227548
               521              0.24          -0.20499         0.0227272
               522              0.36         -0.203908         0.0227094
               523               0.4         -0.202753         0.0226953
               524              0.44         -0.201527         0.0226851
               525               0.4         -0.200381         0.0226709
               526               0.4          -0.19924         0.0226565
               527              0.36         -0.198178         0.0226383
               528              0.28         -0.197273         0.0226135
               529              0.24         -0.196446         0.0225859
               530              0.28         -0.195547         0.0225612
               531              0.28         -0.194652         0.0225364
               532              0.16         -0.193985         0.0225039
               533                 0         -0.193621         0.0224647
               534             -0.08         -0.193408         0.0224236
               535             -0.04         -0.193121         0.0223835
               536                 0         -0.192761         0.0223447
               537                 0         -0.192402         0.0223059
               538              0.08         -0.191896         0.0222702
               539              0.16         -0.191243         0.0222385
               540               0.2         -0.190519         0.0222091
               541              0.32         -0.189575         0.0221881
               542               0.2         -0.188856         0.0221588
               543              0.12         -0.188287         0.0221253
               544              0.04         -0.187868         0.0220886
               545             -0.16         -0.187817         0.0220481
               546             -0.32         -0.188059         0.0220091
               547             -0.12         -0.187934         0.0219692
               548             -0.32         -0.188175         0.0219304
               549              -0.2         -0.188197         0.0218905
               550             -0.16         -0.188145         0.0218507
               551             -0.44         -0.188603         0.0218159
               552              -0.4         -0.188986         0.0217797
               553             -0.36         -0.189295         0.0217425
               554             -0.44         -0.189747          0.021708
               555             -0.36         -0.190054          0.021671
               556             -0.28         -0.190216         0.0216326
               557              -0.2         -0.190233         0.0215938
               558             -0.24         -0.190323         0.0215553
               559              -0.2          -0.19034         0.0215167
               560             -0.12         -0.190214         0.0214787
               561              -0.2         -0.190232         0.0214404
               562             -0.28         -0.190391         0.0214029
               563              -0.2         -0.190409         0.0213648
               564             -0.16         -0.190355          0.021327
               565             -0.08         -0.190159         0.0212902
               566             -0.04         -0.189894         0.0212542
               567             -0.12         -0.189771         0.0212171
               568                 0         -0.189437         0.0211824
               569              0.24         -0.188682         0.0211586
               570                 0         -0.188351          0.021124
               571             -0.12         -0.188231         0.0210874
               572              -0.2         -0.188252         0.0210505
               573              -0.4         -0.188621          0.021017
               574             -0.36          -0.18892         0.0209825
               575              -0.4         -0.189287         0.0209493
               576             -0.52         -0.189861         0.0209208
               577             -0.64         -0.190641          0.020899
               578             -0.68         -0.191488           0.02088
               579             -0.44         -0.191917         0.0208484
               580             -0.36         -0.192207         0.0208144
               581             -0.28         -0.192358         0.0207792
               582             -0.48         -0.192852         0.0207493
               583             -0.52         -0.193413         0.0207213
               584             -0.52         -0.193973         0.0206934
               585              -0.6         -0.194667         0.0206697
               586             -0.44         -0.195085         0.0206386
               587             -0.56         -0.195707         0.0206128
               588             -0.64         -0.196463         0.0205916
               589             -0.48         -0.196944         0.0205623
               590             -0.56         -0.197559         0.0205366
               591             -0.68         -0.198376         0.0205181
               592             -0.64         -0.199122          0.020497
               593             -0.56          -0.19973         0.0204715
               594             -0.48         -0.200202         0.0204425
               595             -0.56         -0.200807          0.020417
               596             -0.52         -0.201342         0.0203898
               597             -0.48         -0.201809          0.020361
               598             -0.44         -0.202207         0.0203308
               599             -0.52         -0.202738         0.0203038
               600             -0.48           -0.2032         0.0202752
               601             -0.56         -0.203794         0.0202502
               602             -0.48         -0.204252         0.0202217
               603              -0.4         -0.204577         0.0201908
               604             -0.28         -0.204702         0.0201578
               605             -0.32         -0.204893         0.0201254
               606             -0.44         -0.205281         0.0200959
               607             -0.44         -0.205667         0.0200665
               608             -0.44         -0.206053         0.0200372
               609             -0.48         -0.206502         0.0200093
               610              -0.6         -0.207148         0.0199869
               611              -0.6         -0.207791         0.0199646
               612             -0.68         -0.208562         0.0199468
               613              -0.6         -0.209201         0.0199245
               614              -0.6         -0.209837         0.0199022
               615             -0.68         -0.210602         0.0198846
               616             -0.64         -0.211299         0.0198645
               617             -0.52         -0.211799         0.0198386
               618             -0.56         -0.212362         0.0198145
               619             -0.56         -0.212924         0.0197904
               620              -0.4         -0.213226         0.0197608
               621             -0.32         -0.213398         0.0197297
               622             -0.24         -0.213441         0.0196981
               623              -0.2         -0.213419         0.0196665
               624             -0.04         -0.213141         0.0196369
               625             -0.08         -0.212928         0.0196066
               626             -0.12          -0.21278         0.0195759
               627             -0.16         -0.212695         0.0195449
               628             -0.12         -0.212548         0.0195143
               629             -0.08         -0.212337         0.0194844
               630             -0.04         -0.212063         0.0194554
               631             -0.12         -0.211918         0.0194251
               632                 0         -0.211582         0.0193973
               633              0.04         -0.211185         0.0193707
               634                 0         -0.210852          0.019343
               635             -0.12         -0.210709         0.0193131
               636             -0.16         -0.210629         0.0192829
               637             -0.04         -0.210361         0.0192545
               638             -0.08         -0.210157         0.0192254
               639              -0.2         -0.210141         0.0191953
               640              -0.2         -0.210125         0.0191653
               641             -0.12         -0.209984         0.0191359
               642             -0.32         -0.210156         0.0191069
               643             -0.28         -0.210264         0.0190775
               644             -0.08         -0.210062         0.0190489
               645             -0.16         -0.209984         0.0190195
               646             -0.08         -0.209783         0.0189912
               647              -0.2         -0.209768         0.0189618
               648              -0.2         -0.209753         0.0189326
               649             -0.28         -0.209861         0.0189037
               650              -0.2         -0.209846         0.0188746
               651             -0.16          -0.20977         0.0188458
               652             -0.08         -0.209571         0.0188179
               653             -0.12         -0.209433         0.0187896
               654             -0.08         -0.209235         0.0187619
               655             -0.08         -0.209038         0.0187343
               656             -0.08         -0.208841         0.0187068
               657             -0.16         -0.208767         0.0186785
               658             -0.36         -0.208997         0.0186515
               659             -0.24         -0.209044         0.0186232
               660             -0.36         -0.209273         0.0185964
               661             -0.24         -0.209319         0.0185684
               662              -0.2         -0.209305         0.0185403
               663             -0.32         -0.209472         0.0185131
               664              -0.4         -0.209759         0.0184874
               665             -0.28         -0.209865         0.0184599
               666             -0.12          -0.20973         0.0184327
               667             -0.16         -0.209655         0.0184052
               668             -0.12         -0.209521         0.0183782
               669              -0.2         -0.209507         0.0183507
               670             -0.12         -0.209373         0.0183238
               671             -0.24         -0.209419         0.0182966
               672             -0.32         -0.209583         0.0182701
               673             -0.28         -0.209688         0.0182432
               674             -0.32         -0.209852         0.0182169
               675             -0.36         -0.210074         0.0181913
               676             -0.44         -0.210414         0.0181675
               677             -0.28         -0.210517          0.018141
               678             -0.08         -0.210324         0.0181152
               679             -0.16          -0.21025         0.0180887
               680              -0.2         -0.210235         0.0180621
               681             -0.24         -0.210279         0.0180357
               682              -0.2         -0.210264         0.0180092
               683             -0.16          -0.21019          0.017983
               684             -0.08             -0.21         0.0179577
               685              -0.2         -0.209985         0.0179315
               686             -0.08         -0.209796         0.0179064
               687             -0.16         -0.209723         0.0178805
               688             -0.28         -0.209826         0.0178548
               689             -0.44          -0.21016          0.017832
               690              -0.4         -0.210435         0.0178082
               691             -0.44         -0.210767         0.0177856
               692             -0.36         -0.210983         0.0177612
               693              -0.4         -0.211255         0.0177376
               694             -0.48         -0.211643         0.0177163
               695             -0.44         -0.211971         0.0176939
               696             -0.44         -0.212299         0.0176715
               697             -0.52          -0.21274         0.0176516
               698             -0.72         -0.213467         0.0176413
               699              -0.6          -0.21402         0.0176247
               700              -0.6         -0.214571         0.0176082
               701             -0.68         -0.215235         0.0175956
               702             -0.76         -0.216011         0.0175876
               703             -0.76         -0.216785         0.0175796
               704             -0.88         -0.217727         0.0175799
               705             -0.96          -0.21878         0.0175864
               706             -0.88         -0.219717         0.0175864
               707             -0.76         -0.220481         0.0175782
               708             -0.72         -0.221186         0.0175675
               709             -0.76         -0.221946         0.0175591
               710             -0.72         -0.222648         0.0175484
               711             -0.64         -0.223235         0.0175335
               712             -0.44         -0.223539         0.0175116
               713              -0.4         -0.223787         0.0174887
               714             -0.28         -0.223866         0.0174644
               715             -0.16         -0.223776         0.0174402
               716                 0         -0.223464         0.0174187
               717              0.08          -0.22304         0.0173995
               718              0.12         -0.222563         0.0173818
               719               0.2         -0.221975         0.0173676
               720              0.12           -0.2215           0.01735
               721              0.12         -0.221026         0.0173324
               722              0.12         -0.220554         0.0173148
               723              0.12         -0.220083         0.0172973
