#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     2.96713     2.96713           0
           2     2.96722     2.96717 3.16661e-05
           3     2.96717     2.96717 2.11245e-05
           4     2.96713     2.96716 1.86038e-05
           5     2.96713     2.96715 1.62534e-05
           6     2.96713     2.96715 1.40642e-05
           7     2.96714     2.96715   1.208e-05
           8     2.96729     2.96717 1.95668e-05
           9     2.96727     2.96718 2.02121e-05
          10     2.96714     2.96717 1.85754e-05
          11      2.9672     2.96718 1.70387e-05
          12     2.96715     2.96717 1.57311e-05
          13     2.96717     2.96717 1.45239e-05
          14      2.9673     2.96718 1.59382e-05
          15     2.96713     2.96718 1.53233e-05
          16     2.96718     2.96718 1.43673e-05
          17     2.96734     2.96719 1.62838e-05
          18     2.96721     2.96719 1.54434e-05
          19     2.96714     2.96719 1.48739e-05
          20      2.9672     2.96719 1.41556e-05
          21     2.96717     2.96719 1.35096e-05
          22     2.96722     2.96719 1.29698e-05
          23     2.96714     2.96719 1.26002e-05
          24     2.96722     2.96719 1.21344e-05
          25     2.96721     2.96719 1.16863e-05
          26     2.96707     2.96718 1.20496e-05
          27     2.96709     2.96718 1.21353e-05
          28     2.96721     2.96718   1.175e-05
          29      2.9671     2.96718  1.1662e-05
          30       2.967     2.96717   1.273e-05
          31     2.96716     2.96717 1.23317e-05
          32     2.96707     2.96717 1.23424e-05
          33     2.96715     2.96717 1.19833e-05
          34     2.96701     2.96716 1.24937e-05
          35     2.96696     2.96716 1.34473e-05
          36     2.96717     2.96716 1.30765e-05
          37     2.96712     2.96716 1.27595e-05
          38     2.96718     2.96716 1.24346e-05
          39     2.96712     2.96716 1.21494e-05
          40     2.96719     2.96716 1.18669e-05
          41     2.96708     2.96716 1.17405e-05
          42     2.96707     2.96715 1.16397e-05
          43     2.96732     2.96716  1.2024e-05
          44     2.96717     2.96716 1.17537e-05
          45     2.96708     2.96716 1.16035e-05
          46     2.96716     2.96716 1.13513e-05
          47     2.96713     2.96716 1.11241e-05
          48     2.96701     2.96715 1.12781e-05
          49     2.96693     2.96715 1.18926e-05
          50     2.96691     2.96714 1.25831e-05
