# total attempts: 10000
0.122649            0.169918            0.729649
-0.215019            0.124147            0.873319
-0.215019            0.124147            0.873319
0.458114            0.676243          -0.0844063
-0.205237            0.821121            -0.52594
-0.205237            0.821121            -0.52594
-0.738923            0.207707           -0.539488
-0.226828            0.165982           -0.550968
-0.226828            0.165982           -0.550968
0.00679094            0.326919            -1.38306
0.870522            0.835022            -1.37934
1.24253            0.573724            -1.07544
0.670237            0.930484            -1.87901
1.03051             1.08502              -1.199
0.136032            0.992037           -0.667469
1.07657            0.444256            0.321752
1.07657            0.444256            0.321752
0.183525            0.871102           -0.454694
1.15448            0.669146           -0.909191
1.23078            0.233531           -0.946132
0.242546           -0.337033            -1.91041
0.242546           -0.337033            -1.91041
-0.485668           -0.857841            -1.24701
0.0118724           -0.579616            -1.84457
0.0118724           -0.579616            -1.84457
0.984792           -0.893158             -1.9708
0.984792           -0.893158             -1.9708
0.984792           -0.893158             -1.9708
1.88835          -0.0427327            -1.20695
1.88835          -0.0427327            -1.20695
1.88835          -0.0427327            -1.20695
1.88835          -0.0427327            -1.20695
2.13561            0.366442           -0.316638
1.81888             0.88653            -1.23781
1.24514            0.879102           -0.560804
2.22976         -0.00775928            -1.40517
2.22976         -0.00775928            -1.40517
2.22976         -0.00775928            -1.40517
1.32808           -0.851917            -1.86608
2.13283           -0.498166            -1.21752
1.5077           -0.980644            -2.09735
1.5077           -0.980644            -2.09735
2.15563           -0.452561            -1.10844
2.15563           -0.452561            -1.10844
1.65252           0.0640571            -1.20969
1.64414            0.839033            -1.49169
2.23152            0.402734           -0.873597
2.23152            0.402734           -0.873597
1.23165            0.715769            -1.28087
1.54953             0.96435            -1.01884
1.54953             0.96435            -1.01884
1.54953             0.96435            -1.01884
1.05407            0.628104           -0.303054
1.05407            0.628104           -0.303054
1.13148            0.206128           -0.222746
0.88259             0.53191           -0.893176
-0.100265            0.383863            -1.82039
-0.100265            0.383863            -1.82039
-0.161511            0.424478            -1.61384
-1.05572            0.561927           -0.806323
-1.98684            0.147038           -0.617922
-2.64643           -0.701616            -1.38215
-2.8101            -1.44326            -1.05701
-2.8101            -1.44326            -1.05701
-2.85676           -0.940378            -2.05157
